point_id,original_x,original_y,original_z,local_x,local_y,local_z,source_layer,source_handle,is_outlier
P00001,241676.2776,278222.223,27.938,-1734.678,-2688.5797,27.938,9-지형-POINT,3929B,False
P00002,241691.5646,278255.831,27.423,-1719.391,-2654.9717,27.423,9-지형-POINT,3929C,False
P00003,241631.5076,278217.041,34.07,-1779.448,-2693.7617,34.07,9-지형-POINT,3929D,False
P00004,241680.4496,278140.049,33.684,-1730.506,-2770.7537,33.684,9-지형-POINT,3929E,False
P00005,241653.5296,278086.035,36.71,-1757.426,-2824.7677,36.71,9-지형-POINT,3929F,False
P00006,241623.7646,278073.691,37.345,-1787.191,-2837.1117,37.345,9-지형-POINT,392A0,False
P00007,241581.9756,278024.471,34.543,-1828.98,-2886.3317,34.543,9-지형-POINT,392A1,False
P00008,241543.0516,277966.63,28.645,-1867.904,-2944.1727,28.645,9-지형-POINT,392A2,False
P00009,241512.7196,277944.312,26.078,-1898.236,-2966.4907,26.078,9-지형-POINT,392A3,False
P00010,241463.4866,277914.517,24.689,-1947.469,-2996.2857,24.689,9-지형-POINT,392A4,False
P00011,241380.0786,277943.477,32.866,-2030.877,-2967.3257,32.866,9-지형-POINT,392A5,False
P00012,241299.9596,277978.847,29.798,-2110.996,-2931.9557,29.798,9-지형-POINT,392A6,False
P00013,241243.7956,277986.697,25.06,-2167.16,-2924.1057,25.06,9-지형-POINT,392A7,False
P00014,241231.3706,277995.803,24.896,-2179.585,-2914.9997,24.896,9-지형-POINT,392A8,False
P00015,241200.6256,277989.777,16.36,-2210.33,-2921.0257,16.36,9-지형-POINT,392A9,False
P00016,241251.5116,278040.791,16.916,-2159.444,-2870.0117,16.916,9-지형-POINT,392AA,False
P00017,241274.2856,278085.202,17.66,-2136.67,-2825.6007,17.66,9-지형-POINT,392AB,False
P00018,241296.3736,278139.49,18.314,-2114.582,-2771.3127,18.314,9-지형-POINT,392AC,False
P00019,241328.4046,278176.491,27.85,-2082.551,-2734.3117,27.85,9-지형-POINT,392AD,False
P00020,241343.8716,278181.63,27.272,-2067.084,-2729.1727,27.272,9-지형-POINT,392AE,False
P00021,241606.4116,278191.59,37.924,-1804.544,-2719.2127,37.924,9-지형-POINT,392AF,False
P00022,241545.1016,278152.531,41.738,-1865.854,-2758.2717,41.738,9-지형-POINT,392B0,False
P00023,241490.2076,278131.779,39.548,-1920.748,-2779.0237,39.548,9-지형-POINT,392B1,False
P00024,241393.3156,278134.584,36.827,-2017.64,-2776.2187,36.827,9-지형-POINT,392B2,False
P00025,241351.0356,278081.284,35.805,-2059.92,-2829.5187,35.805,9-지형-POINT,392B3,False
P00026,241343.2276,278021.624,39.544,-2067.728,-2889.1787,39.544,9-지형-POINT,392B4,False
P00027,241666.9096,278222.808,27.65,-1744.046,-2687.9947,27.65,9-지형-POINT,392B5,False
P00028,241692.7496,278260.268,27.34,-1718.206,-2650.5347,27.34,9-지형-POINT,392B7,False
P00029,241700.2196,278246.758,27.58,-1710.736,-2664.0447,27.58,9-지형-POINT,392B9,False
P00030,241690.9896,278256.138,27.37,-1719.966,-2654.6647,27.37,9-지형-POINT,392BB,False
P00031,241666.0596,278224.678,26.66,-1744.896,-2686.1247,26.66,9-지형-POINT,392BD,False
P00032,241688.6096,278249.728,27.45,-1722.346,-2661.0747,27.45,9-지형-POINT,392BF,False
P00033,241694.0896,278229.748,27.88,-1716.866,-2681.0547,27.88,9-지형-POINT,392C1,False
P00034,241688.9996,278249.388,27.48,-1721.956,-2661.4147,27.48,9-지형-POINT,392C3,False
P00035,241646.2196,278242.468,24.78,-1764.736,-2668.3347,24.78,9-지형-POINT,392C5,False
P00036,241686.6696,278244.538,27.53,-1724.286,-2666.2647,27.53,9-지형-POINT,392C7,False
P00037,241690.7096,278220.658,28.03,-1720.246,-2690.1447,28.03,9-지형-POINT,392C9,False
P00038,241684.7096,278244.618,27.31,-1726.246,-2666.1847,27.31,9-지형-POINT,392CB,False
P00039,241682.9096,278245.638,27.07,-1728.046,-2665.1647,27.07,9-지형-POINT,392CD,False
P00040,241685.6396,278205.838,28.72,-1725.316,-2704.9647,28.72,9-지형-POINT,392CF,False
P00041,241682.2796,278246.518,27.04,-1728.676,-2664.2847,27.04,9-지형-POINT,392D1,False
P00042,241682.1396,278247.238,27.34,-1728.816,-2663.5647,27.34,9-지형-POINT,392D3,False
P00043,241627.3296,278270.038,24.1,-1783.626,-2640.7647,24.1,9-지형-POINT,392D5,False
P00044,241682.3996,278189.958,29.69,-1728.556,-2720.8447,29.69,9-지형-POINT,392D7,False
P00045,241685.6996,278250.008,27.71,-1725.256,-2660.7947,27.71,9-지형-POINT,392D9,False
P00046,241680.7696,278173.438,30.98,-1730.186,-2737.3647,30.98,9-지형-POINT,392DB,False
P00047,241688.7096,278256.248,27.6,-1722.246,-2654.5547,27.6,9-지형-POINT,392DD,False
P00048,241681.2796,278154.418,32.67,-1729.676,-2756.3847,32.67,9-지형-POINT,392DF,False
P00049,241634.0696,278263.638,24.32,-1776.886,-2647.1647,24.32,9-지형-POINT,392E1,False
P00050,241679.4396,278245.578,26.53,-1731.516,-2665.2247,26.53,9-지형-POINT,392E3,False
P00051,241675.5196,278245.588,25.91,-1735.436,-2665.2147,25.91,9-지형-POINT,392E5,False
P00052,241633.8996,278259.868,24.38,-1777.056,-2650.9347,24.38,9-지형-POINT,392E7,False
P00053,241682.0196,278141.578,33.41,-1728.936,-2769.2247,33.41,9-지형-POINT,392E9,False
P00054,241675.3896,278246.158,25.93,-1735.566,-2664.6447,25.93,9-지형-POINT,392EB,False
P00055,241642.4796,278253.168,24.47,-1768.476,-2657.6347,24.47,9-지형-POINT,392ED,False
P00056,241671.6596,278247.108,25.27,-1739.296,-2663.6947,25.27,9-지형-POINT,392EF,False
P00057,241644.8296,278250.838,24.47,-1766.126,-2659.9647,24.47,9-지형-POINT,392F1,False
P00058,241669.9496,278248.568,24.85,-1741.006,-2662.2347,24.85,9-지형-POINT,392F3,False
P00059,241670.6396,278249.498,24.62,-1740.316,-2661.3047,24.62,9-지형-POINT,392F5,False
P00060,241673.7896,278249.748,24.29,-1737.166,-2661.0547,24.29,9-지형-POINT,392F7,False
P00061,241647.5696,278246.058,24.51,-1763.386,-2664.7447,24.51,9-지형-POINT,392F9,False
P00062,241681.1096,278249.878,24.33,-1729.846,-2660.9247,24.33,9-지형-POINT,392FB,False
P00063,241650.1296,278245.208,24.7,-1760.826,-2665.5947,24.7,9-지형-POINT,392FD,False
P00064,241651.7096,278245.208,24.71,-1759.246,-2665.5947,24.71,9-지형-POINT,392FF,False
P00065,241651.6996,278243.828,24.78,-1759.256,-2666.9747,24.78,9-지형-POINT,39301,False
P00066,241682.4696,278252.748,24.24,-1728.486,-2658.0547,24.24,9-지형-POINT,39303,False
P00067,241670.6396,278175.518,30.99,-1740.316,-2735.2847,30.99,9-지형-POINT,39305,False
P00068,241670.0196,278182.818,30.39,-1740.936,-2727.9847,30.39,9-지형-POINT,39306,False
P00069,241686.1796,278263.598,24.25,-1724.776,-2647.2047,24.25,9-지형-POINT,39308,False
P00070,241654.4796,278254.058,24.45,-1756.476,-2656.7447,24.45,9-지형-POINT,3930A,False
P00071,241668.5096,278259.278,24.2,-1742.446,-2651.5247,24.2,9-지형-POINT,3930C,False
P00072,241662.6696,278241.568,25.27,-1748.286,-2669.2347,25.27,9-지형-POINT,3930E,False
P00073,241672.2496,278193.578,29.77,-1738.706,-2717.2247,29.77,9-지형-POINT,39310,False
P00074,241676.1796,278195.658,29.68,-1734.776,-2715.1447,29.68,9-지형-POINT,39312,False
P00075,241676.8996,278234.658,26.91,-1734.056,-2676.1447,26.91,9-지형-POINT,39314,False
P00076,241670.0696,278196.038,30.26,-1740.886,-2714.7647,30.26,9-지형-POINT,39316,False
P00077,241636.8996,278283.968,24.13,-1774.056,-2626.8347,24.13,9-지형-POINT,39318,False
P00078,241635.5596,278285.458,24.24,-1775.396,-2625.3447,24.24,9-지형-POINT,3931A,False
P00079,241668.8696,278198.888,30.12,-1742.086,-2711.9147,30.12,9-지형-POINT,3931C,False
P00080,241632.2696,278276.268,24.1,-1778.686,-2634.5347,24.1,9-지형-POINT,3931E,False
P00081,241630.2396,278276.708,24.2,-1780.716,-2634.0947,24.2,9-지형-POINT,39320,False
P00082,241642.8096,278241.258,27.81,-1768.146,-2669.5447,27.81,9-지형-POINT,39322,False
P00083,241628.9696,278275.058,24.17,-1781.986,-2635.7447,24.17,9-지형-POINT,39324,False
P00084,241641.5996,278237.618,27.79,-1769.356,-2673.1847,27.79,9-지형-POINT,39326,False
P00085,241673.4696,278201.598,29.32,-1737.486,-2709.2047,29.32,9-지형-POINT,39328,False
P00086,241630.0596,278273.278,24.08,-1780.896,-2637.5247,24.08,9-지형-POINT,3932A,False
P00087,241643.1596,278236.258,27.65,-1767.796,-2674.5447,27.65,9-지형-POINT,3932C,False
P00088,241675.4296,278209.718,28.86,-1735.526,-2701.0847,28.86,9-지형-POINT,3932E,False
P00089,241642.9896,278235.918,27.36,-1767.966,-2674.8847,27.36,9-지형-POINT,39330,False
P00090,241627.9096,278271.518,24.09,-1783.046,-2639.2847,24.09,9-지형-POINT,39332,False
P00091,241640.6896,278234.598,27.45,-1770.266,-2676.2047,27.45,9-지형-POINT,39334,False
P00092,241678.0136,278218.697,28.443,-1732.942,-2692.1057,28.443,9-지형-POINT,39336,False
P00093,241678.3696,278219.698,28.19,-1732.586,-2691.1047,28.19,9-지형-POINT,39337,False
P00094,241679.2196,278219.498,28.2,-1731.736,-2691.3047,28.2,9-지형-POINT,39339,False
P00095,241679.5896,278220.438,28.13,-1731.366,-2690.3647,28.13,9-지형-POINT,3933B,False
P00096,241678.7396,278220.648,28.12,-1732.216,-2690.1547,28.12,9-지형-POINT,3933C,False
P00097,241641.5396,278228.658,27.8,-1769.416,-2682.1447,27.8,9-지형-POINT,3933D,False
P00098,241626.5096,278272.878,24.17,-1784.446,-2637.9247,24.17,9-지형-POINT,3933F,False
P00099,241655.3796,278215.518,27.77,-1755.576,-2695.2847,27.77,9-지형-POINT,39341,False
P00100,241679.0396,278220.038,25.75,-1731.916,-2690.7647,25.75,9-지형-POINT,39343,False
P00101,241678.8696,278221.018,28.02,-1732.086,-2689.7847,28.02,9-지형-POINT,39345,False
P00102,241679.2596,278220.928,28.03,-1731.696,-2689.8747,28.03,9-지형-POINT,39346,False
P00103,241664.8996,278208.898,27.92,-1746.056,-2701.9047,27.92,9-지형-POINT,39348,False
P00104,241634.9096,278288.168,24.42,-1776.046,-2622.6347,24.42,9-지형-POINT,3934A,False
P00105,241683.6596,278234.238,27.58,-1727.296,-2676.5647,27.58,9-지형-POINT,3934C,False
P00106,241684.0996,278234.738,27.65,-1726.856,-2676.0647,27.65,9-지형-POINT,3934E,False
P00107,241684.3296,278235.698,27.63,-1726.626,-2675.1047,27.63,9-지형-POINT,3934F,False
P00108,241683.3896,278235.908,27.61,-1727.566,-2674.8947,27.61,9-지형-POINT,39351,False
P00109,241628.0196,278276.668,24.38,-1782.936,-2634.1347,24.38,9-지형-POINT,39352,False
P00110,241667.2996,278221.768,27.66,-1743.656,-2689.0347,27.66,9-지형-POINT,39354,False
P00111,241669.8996,278215.758,28.15,-1741.056,-2695.0447,28.15,9-지형-POINT,39356,False
P00112,241668.6296,278206.238,29.53,-1742.326,-2704.5647,29.53,9-지형-POINT,39358,False
P00113,241670.3696,278212.808,28.72,-1740.586,-2697.9947,28.72,9-지형-POINT,3935A,False
P00114,241669.3996,278203.078,29.68,-1741.556,-2707.7247,29.68,9-지형-POINT,3935C,False
P00115,241669.8196,278212.428,28.83,-1741.136,-2698.3747,28.83,9-지형-POINT,3935D,False
P00116,241664.9896,278202.628,29.79,-1745.966,-2708.1747,29.79,9-지형-POINT,3935F,False
P00117,241668.3996,278209.748,29.09,-1742.556,-2701.0547,29.09,9-지형-POINT,39361,False
P00118,241665.3096,278205.728,29.71,-1745.646,-2705.0747,29.71,9-지형-POINT,39363,False
P00119,241658.9896,278208.378,30.49,-1751.966,-2702.4247,30.49,9-지형-POINT,39365,False
P00120,241656.7996,278206.828,30.64,-1754.156,-2703.9747,30.64,9-지형-POINT,39367,False
P00121,241667.3896,278208.438,29.26,-1743.566,-2702.3647,29.26,9-지형-POINT,39369,False
P00122,241644.2796,278213.778,31.65,-1766.676,-2697.0247,31.65,9-지형-POINT,3936B,False
P00123,241665.9996,278205.928,29.58,-1744.956,-2704.8747,29.58,9-지형-POINT,3936D,False
P00124,241640.7496,278229.528,28.64,-1770.206,-2681.2747,28.64,9-지형-POINT,3936E,False
P00125,241641.3896,278218.348,32.36,-1769.566,-2692.4547,32.36,9-지형-POINT,39370,False
P00126,241667.7796,278206.108,29.62,-1743.176,-2704.6947,29.62,9-지형-POINT,39372,False
P00127,241635.5896,278218.628,33.33,-1775.366,-2692.1747,33.33,9-지형-POINT,39373,False
P00128,241640.3896,278235.438,27.24,-1770.566,-2675.3647,27.24,9-지형-POINT,39375,False
P00129,241640.2496,278215.378,32.35,-1770.706,-2695.4247,32.35,9-지형-POINT,39377,False
P00130,241669.3596,278202.868,29.71,-1741.596,-2707.9347,29.71,9-지형-POINT,39379,False
P00131,241635.0596,278214.958,33.52,-1775.896,-2695.8447,33.52,9-지형-POINT,3937B,False
P00132,241672.6896,278202.118,29.58,-1738.266,-2708.6847,29.58,9-지형-POINT,3937D,False
P00133,241632.2096,278217.358,33.83,-1778.746,-2693.4447,33.83,9-지형-POINT,3937F,False
P00134,241639.8996,278237.138,26.58,-1771.056,-2673.6647,26.58,9-지형-POINT,39381,False
P00135,241633.6396,278221.108,33.54,-1777.316,-2689.6947,33.54,9-지형-POINT,39383,False
P00136,241677.5096,278218.948,28.23,-1733.446,-2691.8547,28.23,9-지형-POINT,39385,False
P00137,241669.8896,278183.688,30.6,-1741.066,-2727.1147,30.6,9-지형-POINT,39387,False
P00138,241638.9596,278210.728,35.68,-1771.996,-2700.0747,35.68,9-지형-POINT,39389,False
P00139,241660.5796,278202.518,32.17,-1750.376,-2708.2847,32.17,9-지형-POINT,3938B,False
P00140,241647.5896,278203.618,35.51,-1763.366,-2707.1847,35.51,9-지형-POINT,3938D,False
P00141,241668.3496,278186.798,31.56,-1742.606,-2724.0047,31.56,9-지형-POINT,3938F,False
P00142,241660.1096,278196.128,34.39,-1750.846,-2714.6747,34.39,9-지형-POINT,39391,False
P00143,241650.1096,278191.868,40.08,-1760.846,-2718.9347,40.08,9-지형-POINT,39393,False
P00144,241660.1496,278184.178,38.37,-1750.806,-2726.6247,38.37,9-지형-POINT,39395,False
P00145,241664.1896,278187.288,34.49,-1746.766,-2723.5147,34.49,9-지형-POINT,39397,False
P00146,241651.7296,278180.118,44.18,-1759.226,-2730.6847,44.18,9-지형-POINT,39399,False
P00147,241642.0896,278238.408,25.03,-1768.866,-2672.3947,25.03,9-지형-POINT,3939B,False
P00148,241636.6196,278243.218,25.79,-1774.336,-2667.5847,25.79,9-지형-POINT,3939D,False
P00149,241628.7956,278276.163,24.37,-1782.16,-2634.6397,24.37,9-지형-POINT,3939F,False
P00150,241635.3796,278242.598,25.53,-1775.576,-2668.2047,25.53,9-지형-POINT,393A1,False
P00151,241622.2796,278271.718,24.37,-1788.676,-2639.0847,24.37,9-지형-POINT,393A3,False
P00152,241616.8496,278269.098,24.39,-1794.106,-2641.7047,24.39,9-지형-POINT,393A5,False
P00153,241617.4696,278268.498,24.38,-1793.486,-2642.3047,24.38,9-지형-POINT,393A7,False
P00154,241620.4996,278268.078,24.41,-1790.456,-2642.7247,24.41,9-지형-POINT,393A9,False
P00155,241621.2596,278268.368,24.05,-1789.696,-2642.4347,24.05,9-지형-POINT,393AB,False
P00156,241621.7396,278264.428,23.66,-1789.216,-2646.3747,23.66,9-지형-POINT,393AD,False
P00157,241620.1496,278258.298,24.36,-1790.806,-2652.5047,24.36,9-지형-POINT,393AF,False
P00158,241625.3196,278268.098,24.13,-1785.636,-2642.7047,24.13,9-지형-POINT,393B1,False
P00159,241618.5096,278259.938,24.13,-1792.446,-2650.8647,24.13,9-지형-POINT,393B3,False
P00160,241616.7096,278260.168,23.94,-1794.246,-2650.6347,23.94,9-지형-POINT,393B5,False
P00161,241620.2096,278264.928,23.97,-1790.746,-2645.8747,23.97,9-지형-POINT,393B7,False
P00162,241617.7496,278265.388,23.24,-1793.206,-2645.4147,23.24,9-지형-POINT,393B9,False
P00163,241615.1496,278268.298,21.2,-1795.806,-2642.5047,21.2,9-지형-POINT,393BB,False
P00164,241634.5396,278289.068,20.36,-1776.416,-2621.7347,20.36,9-지형-POINT,393BD,False
P00165,241612.6396,278275.768,17.36,-1798.316,-2635.0347,17.36,9-지형-POINT,393BF,False
P00166,241632.1596,278285.688,20.31,-1778.796,-2625.1147,20.31,9-지형-POINT,393C1,False
P00167,241607.3996,278270.148,19.48,-1803.556,-2640.6547,19.48,9-지형-POINT,393C3,False
P00168,241622.1996,278273.168,20.59,-1788.756,-2637.6347,20.59,9-지형-POINT,393C5,False
P00169,241621.0296,278272.168,20.46,-1789.926,-2638.6347,20.46,9-지형-POINT,393C7,False
P00170,241608.6296,278264.408,22.58,-1802.326,-2646.3947,22.58,9-지형-POINT,393C9,False
P00171,241616.6096,278275.708,20.7,-1794.346,-2635.0947,20.7,9-지형-POINT,393CB,False
P00172,241616.5996,278275.708,20.69,-1794.356,-2635.0947,20.69,9-지형-POINT,393CD,False
P00173,241598.9896,278257.758,24.34,-1811.966,-2653.0447,24.34,9-지형-POINT,393CE,False
P00174,241616.1096,278272.088,21.52,-1794.846,-2638.7147,21.52,9-지형-POINT,393D0,False
P00175,241614.9596,278274.268,21.5,-1795.996,-2636.5347,21.5,9-지형-POINT,393D2,False
P00176,241587.0796,278261.968,22.31,-1823.876,-2648.8347,22.31,9-지형-POINT,393D4,False
P00177,241573.5696,278258.128,22.84,-1837.386,-2652.6747,22.84,9-지형-POINT,393D6,False
P00178,241612.2896,278279.108,21.45,-1798.666,-2631.6947,21.45,9-지형-POINT,393D8,False
P00179,241612.1896,278279.818,21.46,-1798.766,-2630.9847,21.46,9-지형-POINT,393DA,False
P00180,241575.3496,278248.838,24.76,-1835.606,-2661.9647,24.76,9-지형-POINT,393DC,False
P00181,241616.3696,278280.858,21.51,-1794.586,-2629.9447,21.51,9-지형-POINT,393DE,False
P00182,241616.8896,278281.078,21.52,-1794.066,-2629.7247,21.52,9-지형-POINT,393E0,False
P00183,241619.9596,278283.588,21.52,-1790.996,-2627.2147,21.52,9-지형-POINT,393E2,False
P00184,241620.3296,278284.038,21.53,-1790.626,-2626.7647,21.53,9-지형-POINT,393E4,False
P00185,241550.3396,278253.528,19.32,-1860.616,-2657.2747,19.32,9-지형-POINT,393E6,False
P00186,241623.8296,278289.658,21.51,-1787.126,-2621.1447,21.51,9-지형-POINT,393E8,False
P00187,241627.4396,278295.848,21.52,-1783.516,-2614.9547,21.52,9-지형-POINT,393EA,False
P00188,241627.4596,278292.798,20.87,-1783.496,-2618.0047,20.87,9-지형-POINT,393EC,False
P00189,241633.4196,278292.658,21.54,-1777.536,-2618.1447,21.54,9-지형-POINT,393EE,False
P00190,241635.9596,278293.368,21.51,-1774.996,-2617.4347,21.51,9-지형-POINT,393F0,False
P00191,241683.2596,278142.048,33.23,-1727.696,-2768.7547,33.23,9-지형-POINT,393F2,False
P00192,241682.3996,278142.208,33.32,-1728.556,-2768.5947,33.32,9-지형-POINT,393F4,False
P00193,241670.0496,278182.918,30.42,-1740.906,-2727.8847,30.42,9-지형-POINT,393F6,False
P00194,241669.8596,278182.958,31.84,-1741.096,-2727.8447,31.84,9-지형-POINT,393F7,False
P00195,241670.7196,278175.568,31.05,-1740.236,-2735.2347,31.05,9-지형-POINT,393F9,False
P00196,241669.6396,278174.598,31.16,-1741.316,-2736.2047,31.16,9-지형-POINT,393FB,False
P00197,241669.5996,278174.648,33.0,-1741.356,-2736.1547,33.0,9-지형-POINT,393FD,False
P00198,241680.2896,278136.408,33.81,-1730.666,-2774.3947,33.81,9-지형-POINT,393FF,False
P00199,241669.7296,278162.358,32.09,-1741.226,-2748.4447,32.09,9-지형-POINT,39401,False
P00200,241669.7396,278162.318,34.65,-1741.216,-2748.4847,34.65,9-지형-POINT,39403,False
P00201,241659.8796,278174.748,40.85,-1751.076,-2736.0547,40.85,9-지형-POINT,39405,False
P00202,241670.5496,278155.238,32.52,-1740.406,-2755.5647,32.52,9-지형-POINT,39407,False
P00203,241669.6896,278153.028,32.71,-1741.266,-2757.7747,32.71,9-지형-POINT,39409,False
P00204,241669.6996,278152.948,35.28,-1741.256,-2757.8547,35.28,9-지형-POINT,3940B,False
P00205,241669.1196,278146.028,33.19,-1741.836,-2764.7747,33.19,9-지형-POINT,3940D,False
P00206,241669.1096,278146.118,35.75,-1741.846,-2764.6847,35.75,9-지형-POINT,3940F,False
P00207,241677.7596,278129.628,34.24,-1733.196,-2781.1747,34.24,9-지형-POINT,39411,False
P00208,241668.2396,278140.278,33.63,-1742.716,-2770.5247,33.63,9-지형-POINT,39413,False
P00209,241668.7696,278143.758,35.93,-1742.186,-2767.0447,35.93,9-지형-POINT,39415,False
P00210,241655.2096,278155.258,46.07,-1755.746,-2755.5447,46.07,9-지형-POINT,39417,False
P00211,241667.9796,278138.588,35.5,-1742.976,-2772.2147,35.5,9-지형-POINT,39419,False
P00212,241673.4396,278119.818,34.84,-1737.516,-2790.9847,34.84,9-지형-POINT,3941B,False
P00213,241667.0596,278131.448,34.24,-1743.896,-2779.3547,34.24,9-지형-POINT,3941D,False
P00214,241668.1796,278131.118,34.25,-1742.776,-2779.6847,34.25,9-지형-POINT,3941F,False
P00215,241668.7296,278109.238,35.35,-1742.226,-2801.5647,35.35,9-지형-POINT,39421,False
P00216,241660.4996,278146.698,43.6,-1750.456,-2764.1047,43.6,9-지형-POINT,39423,False
P00217,241666.7796,278130.238,34.93,-1744.176,-2780.5647,34.93,9-지형-POINT,39425,False
P00218,241666.3796,278102.698,35.71,-1744.576,-2808.1047,35.71,9-지형-POINT,39427,False
P00219,241662.7396,278117.708,35.26,-1748.216,-2793.0947,35.26,9-지형-POINT,39429,False
P00220,241663.8996,278093.458,36.08,-1747.056,-2817.3447,36.08,9-지형-POINT,3942B,False
P00221,241661.8496,278118.138,35.87,-1749.106,-2792.6647,35.87,9-지형-POINT,3942D,False
P00222,241656.6196,278133.348,43.02,-1754.336,-2777.4547,43.02,9-지형-POINT,3942F,False
P00223,241657.4396,278105.158,36.12,-1753.516,-2805.6447,36.12,9-지형-POINT,39431,False
P00224,241656.4796,278105.488,36.73,-1754.476,-2805.3147,36.73,9-지형-POINT,39433,False
P00225,241654.4996,278122.978,42.52,-1756.456,-2787.8247,42.52,9-지형-POINT,39435,False
P00226,241654.6096,278098.368,36.5,-1756.346,-2812.4347,36.5,9-지형-POINT,39437,False
P00227,241651.7896,278086.288,36.9,-1759.166,-2824.5147,36.9,9-지형-POINT,39439,False
P00228,241654.2796,278097.998,36.51,-1756.676,-2812.8047,36.51,9-지형-POINT,3943B,False
P00229,241654.0996,278088.218,36.7,-1756.856,-2822.5847,36.7,9-지형-POINT,3943D,False
P00230,241653.2896,278098.438,37.06,-1757.666,-2812.3647,37.06,9-지형-POINT,3943F,False
P00231,241654.1696,278081.708,36.66,-1756.786,-2829.0947,36.66,9-지형-POINT,39441,False
P00232,241655.4996,278072.688,36.69,-1755.456,-2838.1147,36.69,9-지형-POINT,39443,False
P00233,241653.3796,278096.128,36.6,-1757.576,-2814.6747,36.6,9-지형-POINT,39445,False
P00234,241652.5096,278096.648,36.96,-1758.446,-2814.1547,36.96,9-지형-POINT,39447,False
P00235,241654.1596,278102.948,36.89,-1756.796,-2807.8547,36.89,9-지형-POINT,39449,False
P00236,241637.0596,278105.908,44.87,-1773.896,-2804.8947,44.87,9-지형-POINT,3944B,False
P00237,241659.0196,278058.598,36.42,-1751.936,-2852.2047,36.42,9-지형-POINT,3944D,False
P00238,241642.3696,278120.148,46.87,-1768.586,-2790.6547,46.87,9-지형-POINT,3944F,False
P00239,241663.0696,278087.718,36.25,-1747.886,-2823.0847,36.25,9-지형-POINT,39451,False
P00240,241654.0396,278086.678,36.66,-1756.916,-2824.1247,36.66,9-지형-POINT,39453,False
P00241,241663.1696,278079.568,36.33,-1747.786,-2831.2347,36.33,9-지형-POINT,39455,False
P00242,241650.3996,278084.008,36.87,-1760.556,-2826.7947,36.87,9-지형-POINT,39457,False
P00243,241664.2996,278072.078,36.37,-1746.656,-2838.7247,36.37,9-지형-POINT,39459,False
P00244,241643.1296,278081.988,37.11,-1767.826,-2828.8147,37.11,9-지형-POINT,3945B,False
P00245,241665.9096,278064.438,36.27,-1745.046,-2846.3647,36.27,9-지형-POINT,3945D,False
P00246,241634.1396,278119.298,49.67,-1776.816,-2791.5047,49.67,9-지형-POINT,3945F,False
P00247,241633.9396,278079.328,37.28,-1777.016,-2831.4747,37.28,9-지형-POINT,39461,False
P00248,241648.9196,278062.728,37.17,-1762.036,-2848.0747,37.17,9-지형-POINT,39463,False
P00249,241628.3896,278077.008,37.39,-1782.566,-2833.7947,37.39,9-지형-POINT,39465,False
P00250,241643.8396,278077.078,37.52,-1767.116,-2833.7247,37.52,9-지형-POINT,39467,False
P00251,241623.9396,278104.108,48.14,-1787.016,-2806.6947,48.14,9-지형-POINT,39468,False
P00252,241623.2096,278073.908,37.32,-1787.746,-2836.8947,37.32,9-지형-POINT,3946A,False
P00253,241654.3396,278080.518,36.71,-1756.616,-2830.2847,36.71,9-지형-POINT,3946C,False
P00254,241650.1296,278080.118,37.02,-1760.826,-2830.6847,37.02,9-지형-POINT,3946E,False
P00255,241629.0996,278097.838,44.96,-1781.856,-2812.9647,44.96,9-지형-POINT,39470,False
P00256,241649.4596,278077.798,37.03,-1761.496,-2833.0047,37.03,9-지형-POINT,39472,False
P00257,241646.6096,278076.968,37.1,-1764.346,-2833.8347,37.1,9-지형-POINT,39474,False
P00258,241640.0496,278085.388,39.06,-1770.906,-2825.4147,39.06,9-지형-POINT,39476,False
P00259,241644.8696,278077.278,37.18,-1766.086,-2833.5247,37.18,9-지형-POINT,39478,False
P00260,241628.8256,278090.1,42.004,-1782.13,-2820.7027,42.004,9-지형-POINT,3947A,False
P00261,241625.0196,278083.368,40.6,-1785.936,-2827.4347,40.6,9-지형-POINT,3947C,False
P00262,241643.3196,278078.588,37.14,-1767.636,-2832.2147,37.14,9-지형-POINT,3947E,False
P00263,241643.7596,278075.628,37.59,-1767.196,-2835.1747,37.59,9-지형-POINT,39480,False
P00264,241613.5496,278079.458,42.38,-1797.406,-2831.3447,42.38,9-지형-POINT,39482,False
P00265,241643.0996,278077.368,37.63,-1767.856,-2833.4347,37.63,9-지형-POINT,39484,False
P00266,241643.8696,278077.648,37.39,-1767.086,-2833.1547,37.39,9-지형-POINT,39486,False
P00267,241639.1796,278077.088,37.48,-1771.776,-2833.7147,37.48,9-지형-POINT,39487,False
P00268,241597.6296,278076.998,46.57,-1813.326,-2833.8047,46.57,9-지형-POINT,39489,False
P00269,241639.0796,278077.638,37.33,-1771.876,-2833.1647,37.33,9-지형-POINT,3948B,False
P00270,241633.7796,278076.518,37.36,-1777.176,-2834.2847,37.36,9-지형-POINT,3948D,False
P00271,241633.7696,278076.538,37.36,-1777.186,-2834.2647,37.36,9-지형-POINT,3948F,False
P00272,241592.1996,278081.208,47.92,-1818.756,-2829.5947,47.92,9-지형-POINT,39490,False
P00273,241615.8596,278068.678,37.28,-1795.096,-2842.1247,37.28,9-지형-POINT,39492,False
P00274,241622.3896,278069.608,37.43,-1788.566,-2841.1947,37.43,9-지형-POINT,39494,False
P00275,241605.6696,278057.038,36.75,-1805.286,-2853.7647,36.75,9-지형-POINT,39496,False
