point_id,original_x,original_y,original_z,local_x,local_y,local_z,source_layer,source_handle,is_outlier
P01373,241393.5686,278235.8867,0.0044,-2017.387,-2674.916,0.0044,9-지형-POINT,39FFD,False
P01374,241398.8481,278230.6,1.2085,-2012.1075,-2680.2027,1.2085,9-지형-POINT,39FFF,False
P01375,241407.1271,278231.9006,1.0166,-2003.8285,-2678.9021,1.0166,9-지형-POINT,3A001,False
P01376,241410.16,278238.6356,-0.0463,-2000.7956,-2672.1671,-0.0463,9-지형-POINT,3A003,False
P01377,241420.961,278237.9385,0.5676,-1989.9946,-2672.8642,0.5676,9-지형-POINT,3A005,False
P01378,241429.8427,278246.4872,0.0595,-1981.1129,-2664.3155,0.0595,9-지형-POINT,3A007,False
P01379,241437.4513,278240.1367,1.0304,-1973.5043,-2670.666,1.0304,9-지형-POINT,3A009,False
P01380,241455.5708,278249.1464,0.3005,-1955.3848,-2661.6563,0.3005,9-지형-POINT,3A00B,False
P01381,241452.4763,278254.2522,-0.1276,-1958.4793,-2656.5505,-0.1276,9-지형-POINT,3A00D,False
P01382,241468.8866,278250.524,0.3188,-1942.069,-2660.2787,0.3188,9-지형-POINT,3A00F,False
P01383,241476.6453,278246.8538,1.1327,-1934.3103,-2663.9489,1.1327,9-지형-POINT,3A011,False
P01384,241493.6994,278248.8956,1.0933,-1917.2562,-2661.9071,1.0933,9-지형-POINT,3A013,False
P01385,241492.4119,278253.4224,-0.0159,-1918.5437,-2657.3803,-0.0159,9-지형-POINT,3A015,False
P01386,241504.4798,278254.6602,0.7485,-1906.4758,-2656.1425,0.7485,9-지형-POINT,3A017,False
P01387,241517.9846,278262.698,0.5948,-1892.971,-2648.1047,0.5948,9-지형-POINT,3A019,False
P01388,241517.2557,278268.4428,-0.2095,-1893.6999,-2642.3599,-0.2095,9-지형-POINT,3A01B,False
P01389,241350.3301,278212.8155,5.9143,-2060.6255,-2697.9872,5.9143,9-지형-POINT,3A01D,False
P01390,241356.3731,278205.4033,10.7956,-2054.5825,-2705.3994,10.7956,9-지형-POINT,3A01F,False
P01391,241357.1773,278198.6445,13.47,-2053.7783,-2712.1582,13.47,9-지형-POINT,3A021,False
P01392,241362.1058,278201.3564,16.1413,-2048.8498,-2709.4463,16.1413,9-지형-POINT,3A023,False
P01393,241368.2799,278196.1652,19.1218,-2042.6757,-2714.6375,19.1218,9-지형-POINT,3A025,False
P01394,241391.3386,278204.1904,17.5871,-2019.617,-2706.6123,17.5871,9-지형-POINT,3A027,False
P01395,241405.4944,278204.0773,16.6544,-2005.4612,-2706.7254,16.6544,9-지형-POINT,3A029,False
P01396,241415.1385,278205.8386,18.8782,-1995.8171,-2704.9641,18.8782,9-지형-POINT,3A02B,False
P01397,241431.2965,278210.2203,17.8862,-1979.6591,-2700.5824,17.8862,9-지형-POINT,3A02D,False
P01398,241443.3841,278201.893,18.8379,-1967.5715,-2708.9097,18.8379,9-지형-POINT,3A02F,False
P01399,241454.7622,278198.0468,21.1373,-1956.1934,-2712.7559,21.1373,9-지형-POINT,3A031,False
P01400,241462.5219,278207.2295,21.7007,-1948.4337,-2703.5732,21.7007,9-지형-POINT,3A033,False
P01401,241481.209,278211.3138,22.1302,-1929.7466,-2699.4889,22.1302,9-지형-POINT,3A035,False
P01402,241519.9364,278224.9545,23.2797,-1891.0192,-2685.8482,23.2797,9-지형-POINT,3A037,False
P01403,241535.3056,278222.2123,22.5824,-1875.65,-2688.5904,22.5824,9-지형-POINT,3A039,False
P01404,241547.3223,278226.9485,26.0593,-1863.6333,-2683.8542,26.0593,9-지형-POINT,3A03B,False
P01405,241617.7023,278317.5812,2.8759,-1793.2533,-2593.2215,2.8759,9-지형-POINT,3A03D,False
P01406,241616.8544,278317.5966,2.7918,-1794.1012,-2593.2061,2.7918,9-지형-POINT,3A03F,False
P01407,241616.1753,278312.9729,3.044,-1794.7803,-2597.8298,3.044,9-지형-POINT,3A041,False
P01408,241615.4077,278311.2169,3.0007,-1795.5479,-2599.5858,3.0007,9-지형-POINT,3A043,False
P01409,241611.3624,278305.0254,2.936,-1799.5932,-2605.7773,2.936,9-지형-POINT,3A045,False
P01410,241627.8524,278296.7796,15.2081,-1783.1032,-2614.0231,15.2081,9-지형-POINT,3A047,False
P01411,241397.6673,277968.9571,49.32,-2013.2883,-2941.8456,49.32,9-지형-POINT,4840B,False
P01412,241414.9641,277972.1901,50.66,-1995.9915,-2938.6126,50.66,9-지형-POINT,4840D,False
P01413,241421.3085,277980.5351,52.71,-1989.6471,-2930.2677,52.71,9-지형-POINT,4840F,False
P01414,241424.6364,277965.7319,47.01,-1986.3192,-2945.0708,47.01,9-지형-POINT,48411,False
P01415,241437.8614,277963.8832,43.16,-1973.0942,-2946.9195,43.16,9-지형-POINT,48413,False
P01416,241451.5839,277973.6044,42.52,-1959.3717,-2937.1984,42.52,9-지형-POINT,48415,False
P01417,241446.8606,277984.8062,47.69,-1964.0949,-2925.9965,47.69,9-지형-POINT,48417,False
P01418,241436.6832,277978.8817,48.33,-1974.2724,-2931.921,48.33,9-지형-POINT,48419,False
P01419,241446.5845,278006.8329,58.24,-1964.3711,-2903.9698,58.24,9-지형-POINT,4841B,False
P01420,241458.171,278025.33,62.9,-1952.7846,-2885.4727,62.9,9-지형-POINT,4841D,False
P01421,241501.7479,277987.5909,42.37,-1909.2077,-2923.2119,42.37,9-지형-POINT,4841F,False
P01422,241498.6007,277973.2121,37.85,-1912.3549,-2937.5906,37.85,9-지형-POINT,48421,False
P01423,241527.0148,277982.0067,37.28,-1883.9408,-2928.796,37.28,9-지형-POINT,48423,False
P01424,241527.4904,277968.2205,0.0,-1883.4652,-2942.5822,0.0,9-지형-POINT,48425,False
P01425,241530.955,278002.5976,41.73,-1880.0006,-2908.2052,41.73,9-지형-POINT,48427,False
P01426,241532.5061,278024.0164,46.02,-1878.4495,-2886.7863,46.02,9-지형-POINT,48429,False
P01427,241551.0525,278027.5818,42.88,-1859.9031,-2883.2209,42.88,9-지형-POINT,4842B,False
P01428,241568.0742,278039.1335,42.31,-1842.8814,-2871.6693,42.31,9-지형-POINT,4842D,False
P01429,241563.9131,278049.8296,46.59,-1847.0424,-2860.9731,46.59,9-지형-POINT,4842F,False
P01430,241573.3053,278063.9723,47.88,-1837.6503,-2846.8304,47.88,9-지형-POINT,48431,False
P01431,241591.8705,278064.1129,43.26,-1819.0851,-2846.6898,43.26,9-지형-POINT,48433,False
P01432,241611.1818,278105.3129,51.72,-1799.7738,-2805.4898,51.72,9-지형-POINT,48435,False
P01433,241364.2296,277978.5384,42.72,-2046.7259,-2932.2643,42.72,9-지형-POINT,48437,False
P01434,241365.0765,277999.5821,42.94,-2045.8791,-2911.2207,42.94,9-지형-POINT,48439,False
P01435,241358.7854,278011.0714,41.69,-2052.1702,-2899.7313,41.69,9-지형-POINT,4843B,False
P01436,241278.5869,278056.4316,22.21,-2132.3687,-2854.3711,22.21,9-지형-POINT,4843D,False
P01437,241287.9809,278041.2355,26.93,-2122.9746,-2869.5672,26.93,9-지형-POINT,4843F,False
P01438,241310.8683,278047.0408,32.09,-2100.0873,-2863.762,32.09,9-지형-POINT,48441,False
P01439,241326.5882,278084.1343,31.42,-2084.3674,-2826.6684,31.42,9-지형-POINT,48443,False
P01440,241334.9758,278115.75,29.08,-2075.9798,-2795.0527,29.08,9-지형-POINT,48445,False
P01441,241355.6427,278123.0919,31.63,-2055.3129,-2787.7108,31.63,9-지형-POINT,48447,False
P01442,241355.6427,278142.3858,29.28,-2055.3129,-2768.4169,29.28,9-지형-POINT,48449,False
P01443,241782.3046,278421.9377,24.36,-1628.6509,-2488.865,24.36,9-지형-POINT,6A602,False
P01444,241780.6646,278423.5777,24.13,-1630.2909,-2487.225,24.13,9-지형-POINT,6A604,False
P01445,241778.8646,278423.8077,23.94,-1632.0909,-2486.995,23.94,9-지형-POINT,6A606,False
P01446,241761.1446,278421.3977,24.34,-1649.8109,-2489.405,24.34,9-지형-POINT,6A608,False
P01447,241735.7246,278421.7677,22.84,-1675.2309,-2489.035,22.84,9-지형-POINT,6A60A,False
P01448,241737.5046,278412.4777,24.76,-1673.4509,-2498.325,24.76,9-지형-POINT,6A60C,False
P01449,241712.4946,278417.1677,19.32,-1698.4609,-2493.635,19.32,9-지형-POINT,6A60E,False
P01450,241705.4346,278379.1377,27.44,-1705.5209,-2531.665,27.44,9-지형-POINT,6A610,False
P01451,241699.9446,278388.5777,22.73,-1711.0109,-2522.225,22.73,9-지형-POINT,6A612,False
P01452,241737.3946,278383.0277,30.85,-1673.5609,-2527.775,30.85,9-지형-POINT,6A614,False
P01453,241707.0446,278394.2477,23.64,-1703.9109,-2516.555,23.64,9-지형-POINT,6A616,False
P01454,241756.7846,278392.2477,31.39,-1654.1709,-2518.555,31.39,9-지형-POINT,6A618,False
P01455,241709.3046,278390.3177,26.11,-1701.6509,-2520.485,26.11,9-지형-POINT,6A61A,False
P01456,241771.4546,278396.5777,31.28,-1639.5009,-2514.225,31.28,9-지형-POINT,6A61C,False
P01457,241776.0146,278389.0077,32.11,-1634.9409,-2521.795,32.11,9-지형-POINT,6A61E,False
P01458,241715.4546,278385.5677,26.88,-1695.5009,-2525.235,26.88,9-지형-POINT,6A620,False
P01459,241784.1746,278400.4777,30.54,-1626.7809,-2510.325,30.54,9-지형-POINT,6A622,False
P01460,241786.5146,278393.8077,30.93,-1624.4409,-2516.995,30.93,9-지형-POINT,6A624,False
P01461,241725.8246,278395.4777,27.36,-1685.1309,-2515.325,27.36,9-지형-POINT,6A626,False
P01462,241696.7246,278416.6377,16.47,-1714.2309,-2494.165,16.47,9-지형-POINT,6A628,False
P01463,241734.3646,278405.4177,25.99,-1676.5909,-2505.385,25.99,9-지형-POINT,6A62A,False
P01464,241745.1546,278409.9477,25.85,-1665.8009,-2500.855,25.85,9-지형-POINT,6A62C,False
P01465,241710.4346,278422.5277,17.69,-1700.5209,-2488.275,17.69,9-지형-POINT,6A62E,False
P01466,241773.0946,278392.9277,31.61,-1637.8609,-2517.875,31.61,9-지형-POINT,6A630,False
P01467,241758.6946,278414.8077,25.55,-1652.2609,-2495.995,25.55,9-지형-POINT,6A632,False
P01468,241726.3846,278419.4877,21.04,-1684.5709,-2491.315,21.04,9-지형-POINT,6A634,False
P01469,241771.6046,278423.7077,24.65,-1639.3509,-2487.095,24.65,9-지형-POINT,6A636,False
P01470,241772.9946,278412.9377,27.34,-1637.9609,-2497.865,27.34,9-지형-POINT,6A638,False
P01471,241771.9846,278405.8477,27.99,-1638.9709,-2504.955,27.99,9-지형-POINT,6A63A,False
P01472,241775.0246,278399.1777,30.89,-1635.9309,-2511.625,30.89,9-지형-POINT,6A63C,False
P01473,241775.0746,278399.1977,30.87,-1635.8809,-2511.605,30.87,9-지형-POINT,6A63E,False
P01474,241773.7046,278388.4077,32.19,-1637.2509,-2522.395,32.19,9-지형-POINT,6A640,False
P01475,241753.1946,278385.7977,31.89,-1657.7609,-2525.005,31.89,9-지형-POINT,6A642,False
P01476,241749.2946,278389.7977,31.15,-1661.6609,-2521.005,31.15,9-지형-POINT,6A644,False
P01477,241748.4246,278392.2477,29.37,-1662.5309,-2518.555,29.37,9-지형-POINT,6A646,False
P01478,241713.6846,278378.1677,28.38,-1697.2709,-2532.635,28.38,9-지형-POINT,6A648,False
P01479,241789.9646,278383.3177,34.04,-1620.9909,-2527.485,34.04,9-지형-POINT,6A64C,False
P01480,241785.0946,278384.4277,33.99,-1625.8609,-2526.375,33.99,9-지형-POINT,6A64D,False
P01481,241790.0446,278386.6977,33.84,-1620.9109,-2524.105,33.84,9-지형-POINT,6A64F,False
P01482,241704.5352,278379.6199,27.4114,-1706.4203,-2531.1828,27.4114,9-지형-POINT,6A651,False
P01483,241697.4606,278385.852,22.5824,-1713.4949,-2524.9507,22.5824,9-지형-POINT,6A653,False
P01484,241709.4773,278390.5882,26.0593,-1701.4782,-2520.2145,26.0593,9-지형-POINT,6A655,False
