point_id,local_x,local_y,local_z,original_z,source_layer,source_handle,is_outlier
P00964,-1870.866,-2777.7747,48.53,48.53,9-지형-POINT,39C39,False
P00965,-1883.886,-2772.0847,43.29,43.29,9-지형-POINT,39C3B,False
P00966,-1889.886,-2771.0347,42.97,42.97,9-지형-POINT,39C3D,False
P00967,-1891.986,-2773.5547,42.99,42.99,9-지형-POINT,39C3F,False
P00968,-1891.446,-2775.3847,43.17,43.17,9-지형-POINT,39C41,False
P00969,-1891.226,-2780.8447,45.18,45.18,9-지형-POINT,39C43,False
P00970,-1876.896,-2775.0247,45.26,45.26,9-지형-POINT,39C45,False
P00971,-1892.306,-2780.2047,45.16,45.16,9-지형-POINT,39C47,False
P00972,-1865.056,-2771.2047,45.48,45.48,9-지형-POINT,39C49,False
P00973,-1891.666,-2778.4547,44.88,44.88,9-지형-POINT,39C4B,False
P00974,-1851.716,-2765.6747,45.36,45.36,9-지형-POINT,39C4D,False
P00975,-1876.596,-2771.8947,45.33,45.33,9-지형-POINT,39C4F,False
P00976,-1846.116,-2762.8847,45.18,45.18,9-지형-POINT,39C51,False
P00977,-1847.896,-2761.1447,44.97,44.97,9-지형-POINT,39C53,False
P00978,-1859.136,-2765.2647,45.35,45.35,9-지형-POINT,39C55,False
P00979,-1901.086,-2769.7147,40.6,40.6,9-지형-POINT,39C57,False
P00980,-1900.226,-2773.2447,40.69,40.69,9-지형-POINT,39C59,False
P00981,-1911.486,-2777.9847,39.96,39.96,9-지형-POINT,39C5B,False
P00982,-1912.906,-2774.7947,39.87,39.87,9-지형-POINT,39C5D,False
P00983,-1921.386,-2776.8947,39.41,39.41,9-지형-POINT,39C5F,False
P00984,-1921.706,-2780.5447,39.47,39.47,9-지형-POINT,39C61,False
P00985,-1897.516,-2783.6347,44.71,44.71,9-지형-POINT,39C63,False
P00986,-1937.276,-2781.8447,38.37,38.37,9-지형-POINT,39C65,False
P00987,-1937.906,-2778.6547,38.29,38.29,9-지형-POINT,39C67,False
P00988,-1948.036,-2779.5147,37.95,37.95,9-지형-POINT,39C69,False
P00989,-1908.356,-2784.3747,43.36,43.36,9-지형-POINT,39C6B,False
P00990,-1948.546,-2783.2647,37.93,37.93,9-지형-POINT,39C6D,False
P00991,-1957.776,-2782.3647,37.95,37.95,9-지형-POINT,39C6F,False
P00992,-1917.096,-2787.9447,42.55,42.55,9-지형-POINT,39C71,False
P00993,-1957.476,-2778.0847,37.76,37.76,9-지형-POINT,39C73,False
P00994,-1915.036,-2794.0347,45.93,45.93,9-지형-POINT,39C75,False
P00995,-1974.646,-2776.8947,37.68,37.68,9-지형-POINT,39C77,False
P00996,-1974.776,-2780.2247,37.85,37.85,9-지형-POINT,39C79,False
P00997,-1906.176,-2793.2547,46.81,46.81,9-지형-POINT,39C7B,False
P00998,-1995.696,-2780.5247,37.83,37.83,9-지형-POINT,39C7D,False
P00999,-1995.756,-2777.3047,37.51,37.51,9-지형-POINT,39C7F,False
P01000,-1927.416,-2803.1947,46.41,46.41,9-지형-POINT,39C81,False
P01001,-1927.896,-2796.3647,44.48,44.48,9-지형-POINT,39C83,False
P01002,-1928.456,-2790.5847,41.8,41.8,9-지형-POINT,39C85,False
P01003,-1957.986,-2779.1747,37.71,37.71,9-지형-POINT,39C87,False
P01004,-1966.556,-2771.4947,37.15,37.15,9-지형-POINT,39C89,False
P01005,-1937.546,-2798.8947,44.42,44.42,9-지형-POINT,39C8B,False
P01006,-1982.846,-2769.3947,37.12,37.12,9-지형-POINT,39C8D,False
P01007,-2000.006,-2771.8047,36.91,36.91,9-지형-POINT,39C8F,False
P01008,-1943.256,-2796.7547,42.41,42.41,9-지형-POINT,39C91,False
P01009,-2022.386,-2773.4747,36.55,36.55,9-지형-POINT,39C93,False
P01010,-1951.286,-2797.3547,43.46,43.46,9-지형-POINT,39C95,False
P01011,-2033.976,-2777.0647,35.9,35.9,9-지형-POINT,39C97,False
P01012,-1961.156,-2796.3847,43.88,43.88,9-지형-POINT,39C99,False
P01013,-1972.336,-2793.9447,43.7,43.7,9-지형-POINT,39C9B,False
P01014,-1980.166,-2792.6447,42.64,42.64,9-지형-POINT,39C9D,False
P01015,-1981.406,-2794.5147,42.75,42.75,9-지형-POINT,39C9F,False
P01016,-1972.186,-2801.2447,44.09,44.09,9-지형-POINT,39CA1,False
P01017,-1965.776,-2803.3047,44.09,44.09,9-지형-POINT,39CA3,False
P01018,-1956.456,-2802.9347,43.69,43.69,9-지형-POINT,39CA5,False
P01019,-1946.296,-2800.4247,43.03,43.03,9-지형-POINT,39CA7,False
P01020,-1946.066,-2805.3147,46.25,46.25,9-지형-POINT,39CA9,False
P01021,-1941.156,-2794.9947,41.39,41.39,9-지형-POINT,39CAB,False
P01022,-1941.136,-2790.5647,41.04,41.04,9-지형-POINT,39CAD,False
P01023,-1937.816,-2806.2147,46.01,46.01,9-지형-POINT,39CAF,False
P01024,-1943.986,-2786.9747,40.74,40.74,9-지형-POINT,39CB1,False
P01025,-1951.186,-2809.9147,46.61,46.61,9-지형-POINT,39CB3,False
P01026,-1956.216,-2786.9947,40.77,40.77,9-지형-POINT,39CB5,False
P01027,-1969.986,-2785.4247,41.4,41.4,9-지형-POINT,39CB7,False
P01028,-1958.636,-2809.3247,47.37,47.37,9-지형-POINT,39CB9,False
P01029,-1980.386,-2784.7747,41.37,41.37,9-지형-POINT,39CBB,False
P01030,-1979.956,-2787.4847,41.69,41.69,9-지형-POINT,39CBD,False
P01031,-1974.646,-2790.8047,41.67,41.67,9-지형-POINT,39CBF,False
P01032,-1960.406,-2793.3547,41.36,41.36,9-지형-POINT,39CC1,False
P01033,-1951.666,-2795.0647,41.36,41.36,9-지형-POINT,39CC3,False
P01034,-2015.046,-2785.7947,37.55,37.55,9-지형-POINT,39CC5,False
P01035,-2013.416,-2787.9147,37.72,37.72,9-지형-POINT,39CC7,False
P01036,-2026.146,-2797.4547,37.55,37.55,9-지형-POINT,39CC9,False
P01037,-2027.636,-2795.5147,37.51,37.51,9-지형-POINT,39CCB,False
P01038,-2032.196,-2798.6447,37.53,37.53,9-지형-POINT,39CCD,False
P01039,-2033.256,-2800.9647,37.59,37.59,9-지형-POINT,39CCF,False
P01040,-2031.476,-2803.4247,37.54,37.54,9-지형-POINT,39CD1,False
P01041,-1982.496,-2793.7347,41.95,41.95,9-지형-POINT,39CD3,False
P01042,-2035.926,-2808.6147,37.06,37.06,9-지형-POINT,39CD5,False
P01043,-2037.396,-2806.4647,36.97,36.97,9-지형-POINT,39CD7,False
P01044,-1982.686,-2785.2747,41.8,41.8,9-지형-POINT,39CD9,False
P01045,-1992.166,-2787.7247,41.9,41.9,9-지형-POINT,39CDB,False
P01046,-2001.776,-2791.7647,41.59,41.59,9-지형-POINT,39CDD,False
P01047,-2009.596,-2795.1447,41.04,41.04,9-지형-POINT,39CDF,False
P01048,-2017.796,-2799.6047,40.7,40.7,9-지형-POINT,39CE1,False
P01049,-2028.796,-2807.4547,40.06,40.06,9-지형-POINT,39CE3,False
P01050,-2035.436,-2814.5247,39.63,39.63,9-지형-POINT,39CE5,False
P01051,-2039.536,-2821.7347,38.94,38.94,9-지형-POINT,39CE7,False
P01052,-2041.396,-2813.0347,35.93,35.93,9-지형-POINT,39CE9,False
P01053,-2002.336,-2809.6347,41.3,41.3,9-지형-POINT,39CEB,False
P01054,-2034.316,-2802.0847,37.54,37.54,9-지형-POINT,39CED,False
P01055,-2041.916,-2809.9247,36.03,36.03,9-지형-POINT,39CEF,False
P01056,-2043.416,-2803.9647,35.66,35.66,9-지형-POINT,39CF1,False
P01057,-2046.486,-2816.5847,36.17,36.17,9-지형-POINT,39CF3,False
P01058,-2044.166,-2818.7047,36.05,36.05,9-지형-POINT,39CF5,False
P01059,-2012.576,-2814.9047,41.14,41.14,9-지형-POINT,39CF7,False
P01060,-2055.216,-2811.1447,35.11,35.11,9-지형-POINT,39CF9,False
P01061,-2044.736,-2820.0147,36.06,36.06,9-지형-POINT,39CFB,False
P01062,-2047.866,-2819.2147,36.15,36.15,9-지형-POINT,39CFD,False
P01063,-2055.536,-2836.5447,36.36,36.36,9-지형-POINT,39CFF,False
P01064,-2053.116,-2838.5547,36.42,36.42,9-지형-POINT,39D01,False
P01065,-2061.776,-2853.4447,36.75,36.75,9-지형-POINT,39D03,False
P01066,-2059.146,-2854.4147,36.92,36.92,9-지형-POINT,39D05,False
P01067,-2063.186,-2862.2447,37.06,37.06,9-지형-POINT,39D07,False
P01068,-2060.826,-2862.8147,37.29,37.29,9-지형-POINT,39D09,False
P01069,-2027.516,-2828.7647,40.96,40.96,9-지형-POINT,39D0B,False
P01070,-2063.096,-2874.3147,39.4,39.4,9-지형-POINT,39D0D,False
P01071,-2060.476,-2874.1347,39.53,39.53,9-지형-POINT,39D0F,False
P01072,-2032.896,-2841.5847,40.74,40.74,9-지형-POINT,39D11,False
P01073,-2062.686,-2819.8347,34.76,34.76,9-지형-POINT,39D13,False
P01074,-2078.196,-2835.4747,33.65,33.65,9-지형-POINT,39D15,False
P01075,-2072.446,-2844.8947,34.91,34.91,9-지형-POINT,39D17,False
P01076,-2037.456,-2851.6747,40.65,40.65,9-지형-POINT,39D19,False
P01077,-2090.236,-2852.7147,33.06,33.06,9-지형-POINT,39D1B,False
P01078,-2084.576,-2858.5847,34.3,34.3,9-지형-POINT,39D1D,False
P01079,-2084.986,-2870.7047,35.14,35.14,9-지형-POINT,39D1F,False
P01080,-2085.396,-2876.1147,35.39,35.39,9-지형-POINT,39D21,False
P01081,-2090.536,-2888.5547,34.96,34.96,9-지형-POINT,39D23,False
P01082,-2043.336,-2868.4747,40.9,40.9,9-지형-POINT,39D25,False
P01083,-2077.346,-2889.3647,36.42,36.42,9-지형-POINT,39D27,False
P01084,-2069.236,-2876.6247,36.97,36.97,9-지형-POINT,39D29,False
P01085,-2073.056,-2873.7347,36.71,36.71,9-지형-POINT,39D2B,False
P01086,-2063.366,-2860.4147,36.88,36.88,9-지형-POINT,39D2D,False
P01087,-2064.636,-2852.5047,36.51,36.51,9-지형-POINT,39D2F,False
P01088,-2044.906,-2879.3247,41.05,41.05,9-지형-POINT,39D31,False
P01089,-2063.246,-2875.9747,39.54,39.54,9-지형-POINT,39D33,False
P01090,-2070.516,-2885.4247,38.88,38.88,9-지형-POINT,39D35,False
P01091,-2076.919,-2893.3997,36.193,36.193,9-지형-POINT,39D37,False
P01092,-2077.186,-2902.0547,38.39,38.39,9-지형-POINT,39D39,False
P01093,-2088.756,-2888.5347,35.32,35.32,9-지형-POINT,39D3B,False
P01094,-2087.796,-2890.6047,35.58,35.58,9-지형-POINT,39D3D,False
P01095,-2077.286,-2921.6947,38.37,38.37,9-지형-POINT,39D3F,False
P01096,-2080.946,-2889.8747,35.9,35.9,9-지형-POINT,39D41,False
P01097,-2085.676,-2927.7047,37.68,37.68,9-지형-POINT,39D43,False
P01098,-2076.066,-2932.2047,38.54,38.54,9-지형-POINT,39D45,False
P01099,-2075.176,-2890.9947,37.28,37.28,9-지형-POINT,39D47,False
P01100,-2068.136,-2934.6847,39.25,39.25,9-지형-POINT,39D49,False
P01101,-2062.216,-2917.5347,39.53,39.53,9-지형-POINT,39D4B,False
P01102,-2059.286,-2903.1147,39.96,39.96,9-지형-POINT,39D4D,False
P01103,-2066.646,-2905.7447,39.28,39.28,9-지형-POINT,39D4F,False
P01104,-2064.186,-2895.1947,39.66,39.66,9-지형-POINT,39D51,False
P01105,-2045.336,-2834.5447,40.24,40.24,9-지형-POINT,39D53,False
P01106,-2085.456,-2895.4947,36.11,36.11,9-지형-POINT,39D55,False
P01107,-2083.996,-2893.0847,36.05,36.05,9-지형-POINT,39D57,False
P01108,-2082.036,-2894.9547,36.1,36.1,9-지형-POINT,39D59,False
P01109,-2049.946,-2847.7847,39.95,39.95,9-지형-POINT,39D5B,False
P01110,-2082.726,-2907.0047,35.79,35.79,9-지형-POINT,39D5D,False
P01111,-2059.716,-2867.9547,39.37,39.37,9-지형-POINT,39D5F,False
P01112,-2095.836,-2899.7047,35.77,35.77,9-지형-POINT,39D61,False
P01113,-2110.186,-2887.8347,32.96,32.96,9-지형-POINT,39D63,False
P01114,-2106.846,-2900.7247,34.28,34.28,9-지형-POINT,39D65,False
P01115,-2098.746,-2911.2447,35.54,35.54,9-지형-POINT,39D67,False
P01116,-2117.286,-2901.9347,32.66,32.66,9-지형-POINT,39D69,False
P01117,-2091.746,-2927.8147,35.78,35.78,9-지형-POINT,39D6B,False
P01118,-1806.094,-2774.0807,54.911,54.911,9-지형-POINT,39D6D,False
P01119,-1788.226,-2769.1247,56.0,56.0,9-지형-POINT,39D6F,False
P01120,-1785.256,-2774.0447,55.73,55.73,9-지형-POINT,39D71,False
P01121,-1804.166,-2750.4047,47.89,47.89,9-지형-POINT,39D73,False
P01122,-1781.016,-2777.6147,54.32,54.32,9-지형-POINT,39D75,False
P01123,-1792.056,-2758.5247,52.94,52.94,9-지형-POINT,39D77,False
P01124,-1793.806,-2772.3547,56.35,56.35,9-지형-POINT,39D79,False
P01125,-1798.276,-2788.7947,55.84,55.84,9-지형-POINT,39D7B,False
P01126,-1796.996,-2793.6747,54.86,54.86,9-지형-POINT,39D7D,False
P01127,-1808.746,-2784.2747,56.34,56.34,9-지형-POINT,39D7F,False
P01128,-1810.506,-2788.6547,56.24,56.24,9-지형-POINT,39D81,False
P01129,-1820.526,-2781.7147,54.73,54.73,9-지형-POINT,39D83,False
P01130,-1820.636,-2796.5647,56.55,56.55,9-지형-POINT,39D85,False
P01131,-1831.07,-2800.6587,56.897,56.897,9-지형-POINT,39D87,False
P01132,-1841.276,-2801.2147,57.34,57.34,9-지형-POINT,39D89,False
P01133,-1849.206,-2807.4047,57.79,57.79,9-지형-POINT,39D8B,False
P01134,-1841.066,-2812.9447,56.88,56.88,9-지형-POINT,39D8D,False
P01135,-1818.936,-2806.9247,54.95,54.95,9-지형-POINT,39D8F,False
P01136,-1830.586,-2817.5347,54.36,54.36,9-지형-POINT,39D91,False
P01137,-1816.416,-2815.0047,51.43,51.43,9-지형-POINT,39D93,False
P01138,-1839.456,-2821.5747,54.59,54.59,9-지형-POINT,39D95,False
P01139,-1843.236,-2815.5247,56.79,56.79,9-지형-POINT,39D97,False
P01140,-1847.266,-2837.0247,53.01,53.01,9-지형-POINT,39D99,False
P01141,-1854.516,-2798.3247,55.83,55.83,9-지형-POINT,39D9B,False
P01142,-1853.284,-2808.8067,58.157,58.157,9-지형-POINT,39D9D,False
P01143,-1863.416,-2803.1347,56.41,56.41,9-지형-POINT,39D9F,False
P01144,-1865.076,-2815.9147,59.13,59.13,9-지형-POINT,39DA1,False
P01145,-1871.626,-2813.2947,58.56,58.56,9-지형-POINT,39DA3,False
P01146,-1857.946,-2821.6347,57.66,57.66,9-지형-POINT,39DA5,False
P01147,-1880.066,-2809.7847,57.06,57.06,9-지형-POINT,39DA7,False
P01148,-1878.136,-2824.1447,59.47,59.47,9-지형-POINT,39DA9,False
P01149,-1885.896,-2803.3447,54.15,54.15,9-지형-POINT,39DAB,False
P01150,-1873.256,-2831.7447,58.01,58.01,9-지형-POINT,39DAD,False
P01151,-1866.936,-2817.5247,59.12,59.12,9-지형-POINT,39DAF,False
P01152,-1892.203,-2834.2927,59.642,59.642,9-지형-POINT,39DB1,False
P01153,-1868.106,-2842.7047,54.76,54.76,9-지형-POINT,39DB3,False
P01154,-1874.036,-2821.8447,59.47,59.47,9-지형-POINT,39DB5,False
P01155,-1874.996,-2851.3947,53.98,53.98,9-지형-POINT,39DB7,False
P01156,-1882.006,-2821.0147,59.67,59.67,9-지형-POINT,39DB9,False
P01157,-1889.316,-2813.6347,57.61,57.61,9-지형-POINT,39DBB,False
P01158,-1890.406,-2859.2247,55.38,55.38,9-지형-POINT,39DBD,False
P01159,-1898.916,-2809.9447,54.79,54.79,9-지형-POINT,39DBF,False
P01160,-1902.136,-2865.8547,56.02,56.02,9-지형-POINT,39DC1,False
P01161,-1901.506,-2819.9847,56.71,56.71,9-지형-POINT,39DC3,False
P01162,-1896.956,-2826.8247,59.14,59.14,9-지형-POINT,39DC5,False
P01163,-1907.336,-2835.8447,58.77,58.77,9-지형-POINT,39DC7,False
P01164,-1899.436,-2841.4147,59.51,59.51,9-지형-POINT,39DC9,False
P01165,-1875.875,-2866.1307,50.645,50.645,9-지형-POINT,39DCB,False
P01166,-1891.486,-2854.8547,55.98,55.98,9-지형-POINT,39DCD,False
P01167,-1876.636,-2874.4147,48.57,48.57,9-지형-POINT,39DCF,False
P01168,-1909.956,-2852.9147,60.01,60.01,9-지형-POINT,39DD1,False
P01169,-1922.296,-2848.5047,61.43,61.43,9-지형-POINT,39DD3,False
P01170,-1916.946,-2837.6747,58.53,58.53,9-지형-POINT,39DD5,False
P01171,-1925.976,-2832.7947,55.24,55.24,9-지형-POINT,39DD7,False
P01172,-1925.866,-2826.8247,54.4,54.4,9-지형-POINT,39DD9,False
P01173,-1934.516,-2846.7247,61.01,61.01,9-지형-POINT,39DDB,False
P01174,-1926.396,-2823.5347,52.25,52.25,9-지형-POINT,39DDD,False
P01175,-1944.306,-2839.7247,58.13,58.13,9-지형-POINT,39DDF,False
P01176,-1946.676,-2830.9047,54.92,54.92,9-지형-POINT,39DE1,False
P01177,-1959.846,-2845.1847,59.24,59.24,9-지형-POINT,39DE3,False
P01178,-1947.246,-2839.3247,57.78,57.78,9-지형-POINT,39DE5,False
P01179,-1961.106,-2849.3747,61.22,61.22,9-지형-POINT,39DE7,False
P01180,-1946.026,-2845.9947,60.18,60.18,9-지형-POINT,39DE9,False
P01181,-1941.336,-2853.5247,62.91,62.91,9-지형-POINT,39DEB,False
P01182,-1937.726,-2863.6747,64.05,64.05,9-지형-POINT,39DED,True
P01183,-1939.242,-2864.7047,64.185,64.185,9-지형-POINT,39DEF,True
P01184,-1953.301,-2866.4437,68.217,68.217,9-지형-POINT,39DF1,True
P01185,-1948.736,-2864.4247,66.92,66.92,9-지형-POINT,39DF3,True
P01186,-1950.536,-2857.5747,65.19,65.19,9-지형-POINT,39DF5,True
P01187,-1953.046,-2852.9247,62.96,62.96,9-지형-POINT,39DF7,False
P01188,-1953.936,-2849.1647,61.23,61.23,9-지형-POINT,39DF9,False
P01189,-1933.726,-2873.9647,61.01,61.01,9-지형-POINT,39DFB,False
P01190,-1920.966,-2873.2247,58.58,58.58,9-지형-POINT,39DFD,False
P01191,-1933.196,-2880.9847,58.8,58.8,9-지형-POINT,39DFF,False
P01192,-1912.456,-2879.0247,55.92,55.92,9-지형-POINT,39E01,False
P01193,-1917.186,-2884.8747,55.79,55.79,9-지형-POINT,39E03,False
P01194,-1948.956,-2875.4347,65.84,65.84,9-지형-POINT,39E05,True
P01195,-1925.888,-2885.6667,57.535,57.535,9-지형-POINT,39E07,False
P01196,-1903.716,-2889.9147,50.91,50.91,9-지형-POINT,39E09,False
P01197,-1898.046,-2900.0747,47.44,47.44,9-지형-POINT,39E0B,False
P01198,-1929.356,-2895.1247,52.71,52.71,9-지형-POINT,39E0D,False
P01199,-1929.666,-2891.9947,54.43,54.43,9-지형-POINT,39E0F,False
P01200,-1901.006,-2911.5647,45.82,45.82,9-지형-POINT,39E11,False
P01201,-1931.716,-2902.7647,51.16,51.16,9-지형-POINT,39E13,False
P01202,-1935.726,-2912.4947,48.0,48.0,9-지형-POINT,39E15,False
P01203,-1908.206,-2902.2347,48.83,48.83,9-지형-POINT,39E17,False
P01204,-1938.066,-2921.2647,45.26,45.26,9-지형-POINT,39E19,False
P01205,-1914.846,-2900.4147,50.42,50.42,9-지형-POINT,39E1B,False
P01206,-1940.616,-2928.0947,42.5,42.5,9-지형-POINT,39E1D,False
P01207,-1914.026,-2911.3347,46.77,46.77,9-지형-POINT,39E1F,False
P01208,-1926.136,-2916.9947,46.03,46.03,9-지형-POINT,39E21,False
P01209,-1924.336,-2929.0947,41.35,41.35,9-지형-POINT,39E23,False
P01210,-1935.756,-2917.4147,46.21,46.21,9-지형-POINT,39E25,False
P01211,-1949.366,-2918.1147,46.62,46.62,9-지형-POINT,39E27,False
P01212,-1917.726,-2906.4047,48.05,48.05,9-지형-POINT,39E29,False
P01213,-1952.696,-2907.4847,51.04,51.04,9-지형-POINT,39E2B,False
P01214,-1955.896,-2862.0847,67.86,67.86,9-지형-POINT,39E2D,True
P01215,-1966.626,-2866.3147,68.09,68.09,9-지형-POINT,39E2F,True
P01216,-1967.746,-2865.2047,68.09,68.09,9-지형-POINT,39E31,True
P01217,-1958.256,-2875.4247,68.19,68.19,9-지형-POINT,39E33,True
P01218,-1970.046,-2867.4647,68.02,68.02,9-지형-POINT,39E35,True
P01219,-1968.036,-2869.5347,68.13,68.13,9-지형-POINT,39E37,True
P01220,-1973.836,-2877.1547,66.47,66.47,9-지형-POINT,39E39,True
P01221,-1969.132,-2864.9647,67.939,67.939,9-지형-POINT,39E3B,True
P01222,-1980.426,-2886.5747,64.59,64.59,9-지형-POINT,39E3D,True
P01223,-1958.356,-2866.6147,66.79,66.79,9-지형-POINT,39E3F,True
P01224,-1992.486,-2897.8347,61.56,61.56,9-지형-POINT,39E41,False
P01225,-1973.946,-2859.4947,64.93,64.93,9-지형-POINT,39E43,True
P01226,-1997.196,-2889.1947,60.61,60.61,9-지형-POINT,39E45,False
P01227,-1973.996,-2850.9247,61.06,61.06,9-지형-POINT,39E47,False
P01228,-2000.336,-2874.3047,59.45,59.45,9-지형-POINT,39E49,False
P01229,-1985.086,-2855.1047,60.78,60.78,9-지형-POINT,39E4B,False
P01230,-1998.516,-2857.1747,57.27,57.27,9-지형-POINT,39E4D,False
P01231,-1990.416,-2852.0247,58.77,58.77,9-지형-POINT,39E4F,False
P01232,-1991.916,-2863.4047,60.84,60.84,9-지형-POINT,39E51,False
P01233,-1988.056,-2843.7347,56.19,56.19,9-지형-POINT,39E53,False
P01234,-1991.916,-2876.5747,62.29,62.29,9-지형-POINT,39E55,False
P01235,-1993.176,-2838.0347,52.55,52.55,9-지형-POINT,39E57,False
P01236,-1982.056,-2881.6047,64.75,64.75,9-지형-POINT,39E59,True
P01237,-1983.366,-2831.6747,51.96,51.96,9-지형-POINT,39E5B,False
P01238,-1998.676,-2831.0147,48.34,48.34,9-지형-POINT,39E5D,False
P01239,-2001.556,-2844.7247,52.74,52.74,9-지형-POINT,39E5F,False
P01240,-2008.016,-2858.2247,53.97,53.97,9-지형-POINT,39E61,False
P01241,-2010.016,-2850.3847,51.44,51.44,9-지형-POINT,39E63,False
P01242,-2014.846,-2859.7147,51.38,51.38,9-지형-POINT,39E65,False
P01243,-2021.326,-2855.6647,47.84,47.84,9-지형-POINT,39E67,False
P01244,-2000.881,-2882.1387,59.625,59.625,9-지형-POINT,39E69,False
P01245,-2026.006,-2862.7447,47.04,47.04,9-지형-POINT,39E6B,False
P01246,-1983.626,-2881.7847,64.4,64.4,9-지형-POINT,39E6D,True
P01247,-2025.316,-2879.5147,48.87,48.87,9-지형-POINT,39E6F,False
P01248,-1986.166,-2894.2847,62.77,62.77,9-지형-POINT,39E71,False
P01249,-2036.046,-2885.1447,46.55,46.55,9-지형-POINT,39E73,False
P01250,-1986.756,-2907.3247,61.0,61.0,9-지형-POINT,39E75,False
P01251,-2034.596,-2904.3747,46.84,46.84,9-지형-POINT,39E77,False
P01252,-2000.666,-2914.9347,57.54,57.54,9-지형-POINT,39E79,False
P01253,-2008.466,-2925.0047,54.58,54.58,9-지형-POINT,39E7B,False
P01254,-2017.016,-2884.8447,53.1,53.1,9-지형-POINT,39E7D,False
P01255,-2013.396,-2915.8947,54.44,54.44,9-지형-POINT,39E7F,False
P01256,-2014.306,-2904.7447,54.67,54.67,9-지형-POINT,39E81,False
P01257,-2021.396,-2911.8947,51.24,51.24,9-지형-POINT,39E83,False
P01258,-2005.046,-2893.5947,58.15,58.15,9-지형-POINT,39E85,False
P01259,-2022.136,-2903.9947,51.01,51.01,9-지형-POINT,39E87,False
P01260,-2033.036,-2918.7747,46.76,46.76,9-지형-POINT,39E89,False
P01261,-2006.246,-2907.0347,56.66,56.66,9-지형-POINT,39E8B,False
P01262,-2029.766,-2930.8547,47.08,47.08,9-지형-POINT,39E8D,False
P01263,-2017.866,-2909.8347,52.67,52.67,9-지형-POINT,39E8F,False
P01264,-2018.826,-2894.5647,52.19,52.19,9-지형-POINT,39E91,False
P01265,-2179.0984,-3077.8822,24.9236,24.9236,9-지형-POINT,39F46,False
P01266,-2179.1034,-3077.8673,24.9151,24.9151,9-지형-POINT,39F47,False
P01267,-2179.0958,-3077.8944,24.9301,24.9301,9-지형-POINT,39F48,False
P01268,-2179.0962,-3077.891,24.9296,24.9296,9-지형-POINT,39F49,False
P01269,-1732.9034,-2692.1043,28.4644,28.4644,9-지형-POINT,39F4A,False
P01270,-1734.6779,-2688.5794,27.9376,27.9376,9-지형-POINT,39F4B,False
P01271,-1719.3912,-2654.9717,27.423,27.423,9-지형-POINT,39F4C,False
P01272,-1779.4476,-2693.7615,34.0696,34.0696,9-지형-POINT,39F4D,False
P01273,-1730.5057,-2770.7534,33.684,33.684,9-지형-POINT,39F4E,False
P01274,-1757.4262,-2824.7675,36.7093,36.7093,9-지형-POINT,39F4F,False
P01275,-1787.1906,-2837.1116,37.3446,37.3446,9-지형-POINT,39F50,False
P01276,-1828.9797,-2886.3317,34.5422,34.5422,9-지형-POINT,39F51,False
P01277,-1867.9043,-2944.1729,28.6449,28.6449,9-지형-POINT,39F52,False
P01278,-1898.2358,-2966.4904,26.0776,26.0776,9-지형-POINT,39F53,False
P01279,-1947.4686,-2996.2854,24.6889,24.6889,9-지형-POINT,39F54,False
P01280,-2030.8772,-2967.3256,32.8655,32.8655,9-지형-POINT,39F55,False
P01281,-2110.9961,-2931.9561,29.7977,29.7977,9-지형-POINT,39F56,False
P01282,-2167.1605,-2924.1061,25.0593,25.0593,9-지형-POINT,39F57,False
P01283,-2179.5845,-2914.9998,24.8961,24.8961,9-지형-POINT,39F58,False
P01284,-2210.3304,-2921.0259,16.3602,16.3602,9-지형-POINT,39F59,False
P01285,-2159.4435,-2870.012,16.9159,16.9159,9-지형-POINT,39F5A,False
P01286,-2136.6696,-2825.6004,17.6592,17.6592,9-지형-POINT,39F5B,False
P01287,-2114.5819,-2771.3131,18.3142,18.3142,9-지형-POINT,39F5C,False
P01288,-2082.5514,-2734.3117,27.8496,27.8496,9-지형-POINT,39F5D,False
P01289,-2067.091,-2729.1731,27.2721,27.2721,9-지형-POINT,39F5E,False
P01290,-2067.078,-2729.1719,27.274,27.274,9-지형-POINT,39F5F,False
P01291,-2067.1278,-2729.171,27.2796,27.2796,9-지형-POINT,39F60,False
P01292,-1804.5436,-2719.2128,37.9233,37.9233,9-지형-POINT,39F61,False
P01293,-1865.8541,-2758.2719,41.7376,41.7376,9-지형-POINT,39F62,False
P01294,-1920.748,-2779.0241,39.5476,39.5476,9-지형-POINT,39F63,False
P01295,-2017.6398,-2776.2188,36.8262,36.8262,9-지형-POINT,39F64,False
P01296,-2059.9204,-2829.5187,35.8044,35.8044,9-지형-POINT,39F65,False
P01297,-2067.7284,-2889.1785,39.5435,39.5435,9-지형-POINT,39F66,False
P01298,-1803.7152,-2722.952,39.8725,39.8725,9-지형-POINT,39F67,False
P01299,-1791.1799,-2713.7261,39.2553,39.2553,9-지형-POINT,39F69,False
P01300,-1785.6407,-2707.4098,38.9073,38.9073,9-지형-POINT,39F6B,False
P01301,-1778.9796,-2703.2199,38.3093,38.3093,9-지형-POINT,39F6D,False
P01302,-1772.7566,-2713.125,41.7029,41.7029,9-지형-POINT,39F6F,False
P01303,-1779.3426,-2722.7331,44.4499,44.4499,9-지형-POINT,39F71,False
P01304,-1768.173,-2732.2689,48.8978,48.8978,9-지형-POINT,39F73,False
