point_id,local_x,local_y,local_z,original_z,source_layer,source_handle,is_outlier
P00263,-1767.196,-2835.1747,37.59,37.59,9-지형-POINT,39480,False
P00264,-1797.406,-2831.3447,42.38,42.38,9-지형-POINT,39482,False
P00265,-1767.856,-2833.4347,37.63,37.63,9-지형-POINT,39484,False
P00266,-1767.086,-2833.1547,37.39,37.39,9-지형-POINT,39486,False
P00267,-1771.776,-2833.7147,37.48,37.48,9-지형-POINT,39487,False
P00268,-1813.326,-2833.8047,46.57,46.57,9-지형-POINT,39489,False
P00269,-1771.876,-2833.1647,37.33,37.33,9-지형-POINT,3948B,False
P00270,-1777.176,-2834.2847,37.36,37.36,9-지형-POINT,3948D,False
P00271,-1777.186,-2834.2647,37.36,37.36,9-지형-POINT,3948F,False
P00272,-1818.756,-2829.5947,47.92,47.92,9-지형-POINT,39490,False
P00273,-1795.096,-2842.1247,37.28,37.28,9-지형-POINT,39492,False
P00274,-1788.566,-2841.1947,37.43,37.43,9-지형-POINT,39494,False
P00275,-1805.286,-2853.7647,36.75,36.75,9-지형-POINT,39496,False
P00276,-1792.656,-2843.5047,37.43,37.43,9-지형-POINT,39498,False
P00277,-1801.106,-2860.0647,36.48,36.48,9-지형-POINT,3949A,False
P00278,-1802.936,-2855.2847,36.94,36.94,9-지형-POINT,3949C,False
P00279,-1819.856,-2873.2547,35.03,35.03,9-지형-POINT,3949E,False
P00280,-1814.686,-2870.7647,35.24,35.24,9-지형-POINT,394A0,False
P00281,-1810.516,-2875.0847,34.78,34.78,9-지형-POINT,394A2,False
P00282,-1810.396,-2861.1647,36.08,36.08,9-지형-POINT,394A4,False
P00283,-1809.106,-2859.1147,36.34,36.34,9-지형-POINT,394A6,False
P00284,-1798.486,-2836.5347,41.85,41.85,9-지형-POINT,394A8,False
P00285,-1812.346,-2858.9847,36.9,36.9,9-지형-POINT,394AA,False
P00286,-1825.426,-2882.8047,34.72,34.72,9-지형-POINT,394AC,False
P00287,-1821.426,-2865.9047,40.58,40.58,9-지형-POINT,394AE,False
P00288,-1830.726,-2888.1547,34.4,34.4,9-지형-POINT,394B0,False
P00289,-1823.276,-2862.5047,40.59,40.59,9-지형-POINT,394B2,False
P00290,-1832.626,-2886.2347,34.32,34.32,9-지형-POINT,394B4,False
P00291,-1828.466,-2863.1547,40.33,40.33,9-지형-POINT,394B6,False
P00292,-1843.486,-2901.1847,32.6,32.6,9-지형-POINT,394B8,False
P00293,-1841.476,-2902.7547,32.65,32.65,9-지형-POINT,394BA,False
P00294,-1829.006,-2874.8347,39.42,39.42,9-지형-POINT,394BC,False
P00295,-1847.606,-2910.9947,32.02,32.02,9-지형-POINT,394BE,False
P00296,-1849.786,-2909.5647,31.95,31.95,9-지형-POINT,394C0,False
P00297,-1837.886,-2880.3647,38.33,38.33,9-지형-POINT,394C2,False
P00298,-1837.366,-2885.1247,37.88,37.88,9-지형-POINT,394C4,False
P00299,-1845.026,-2911.2047,30.82,30.82,9-지형-POINT,394C6,False
P00300,-1845.016,-2890.0447,37.4,37.4,9-지형-POINT,394C8,False
P00301,-1845.326,-2894.2847,37.35,37.35,9-지형-POINT,394CA,False
P00302,-1851.076,-2893.3047,37.45,37.45,9-지형-POINT,394CC,False
P00303,-1857.126,-2927.5047,30.23,30.23,9-지형-POINT,394CE,False
P00304,-1859.576,-2925.9747,30.17,30.17,9-지형-POINT,394D0,False
P00305,-1859.666,-2899.9547,37.76,37.76,9-지형-POINT,394D1,False
P00306,-1853.546,-2899.2947,37.59,37.59,9-지형-POINT,394D3,False
P00307,-1848.556,-2917.4547,30.26,30.26,9-지형-POINT,394D5,False
P00308,-1845.116,-2921.9747,30.13,30.13,9-지형-POINT,394D7,False
P00309,-1866.556,-2908.5847,38.1,38.1,9-지형-POINT,394D9,False
P00310,-1859.636,-2906.1547,37.61,37.61,9-지형-POINT,394DB,False
P00311,-1839.036,-2927.8347,29.64,29.64,9-지형-POINT,394DD,False
P00312,-1831.936,-2920.7647,29.98,29.98,9-지형-POINT,394DF,False
P00313,-1806.926,-2904.4147,30.76,30.76,9-지형-POINT,394E1,False
P00314,-1800.826,-2900.5247,31.05,31.05,9-지형-POINT,394E3,False
P00315,-1809.406,-2885.7647,32.44,32.44,9-지형-POINT,394E5,False
P00316,-1834.836,-2893.8347,33.61,33.61,9-지형-POINT,394E7,False
P00317,-1822.946,-2894.1047,31.99,31.99,9-지형-POINT,394E9,False
P00318,-1830.286,-2893.8847,33.74,33.74,9-지형-POINT,394EB,False
P00319,-1816.536,-2884.1147,34.31,34.31,9-지형-POINT,394ED,False
P00320,-1832.136,-2896.1147,32.41,32.41,9-지형-POINT,394EF,False
P00321,-1859.646,-2926.0547,30.16,30.16,9-지형-POINT,394F1,False
P00322,-1857.106,-2927.6247,30.25,30.25,9-지형-POINT,394F3,False
P00323,-1864.166,-2939.2447,29.02,29.02,9-지형-POINT,394F4,False
P00324,-1866.266,-2937.6847,28.94,28.94,9-지형-POINT,394F6,False
P00325,-1869.026,-2941.2447,28.63,28.63,9-지형-POINT,394F8,False
P00326,-1866.846,-2942.8947,28.71,28.71,9-지형-POINT,394FA,False
P00327,-1868.546,-2944.9247,28.57,28.57,9-지형-POINT,394FC,False
P00328,-1872.466,-2944.5347,28.37,28.37,9-지형-POINT,394FE,False
P00329,-1872.486,-2947.9847,28.39,28.39,9-지형-POINT,39500,False
P00330,-1879.726,-2949.3447,27.77,27.77,9-지형-POINT,39502,False
P00331,-1878.016,-2951.8047,27.89,27.89,9-지형-POINT,39504,False
P00332,-1885.906,-2954.9747,27.13,27.13,9-지형-POINT,39506,False
P00333,-1886.856,-2960.1347,26.48,26.48,9-지형-POINT,39508,False
P00334,-1890.516,-2959.7347,26.17,26.17,9-지형-POINT,3950A,False
P00335,-1892.636,-2960.7147,26.11,26.11,9-지형-POINT,3950C,False
P00336,-1895.436,-2941.1547,35.08,35.08,9-지형-POINT,3950E,False
P00337,-1887.186,-2962.5247,25.7,25.7,9-지형-POINT,39510,False
P00338,-1903.776,-2960.5847,28.23,28.23,9-지형-POINT,39512,False
P00339,-1875.156,-2965.5747,24.88,24.88,9-지형-POINT,39514,False
P00340,-1876.616,-2968.3747,24.78,24.78,9-지형-POINT,39516,False
P00341,-1882.986,-2967.2347,25.11,25.11,9-지형-POINT,39518,False
P00342,-1885.196,-2966.5647,25.3,25.3,9-지형-POINT,3951A,False
P00343,-1912.296,-2956.5947,30.38,30.38,9-지형-POINT,3951C,False
P00344,-1879.806,-2971.1747,23.93,23.93,9-지형-POINT,3951E,False
P00345,-1903.336,-2943.7447,35.25,35.25,9-지형-POINT,39520,False
P00346,-1881.586,-2974.0247,23.95,23.95,9-지형-POINT,39522,False
P00347,-1886.176,-2972.5847,24.46,24.46,9-지형-POINT,39524,False
P00348,-1889.466,-2968.4547,25.51,25.51,9-지형-POINT,39526,False
P00349,-1917.916,-2948.6547,34.13,34.13,9-지형-POINT,39528,False
P00350,-1893.046,-2966.5047,26.06,26.06,9-지형-POINT,3952A,False
P00351,-1895.966,-2966.0847,26.12,26.12,9-지형-POINT,3952C,False
P00352,-1897.156,-2960.3747,27.01,27.01,9-지형-POINT,3952E,False
P00353,-1899.296,-2962.9547,26.16,26.16,9-지형-POINT,39530,False
P00354,-1917.986,-2953.5247,34.81,34.81,9-지형-POINT,39532,False
P00355,-1899.086,-2966.8147,26.04,26.04,9-지형-POINT,39534,False
P00356,-1916.056,-2963.3247,29.42,29.42,9-지형-POINT,39536,False
P00357,-1902.256,-2968.5247,25.89,25.89,9-지형-POINT,39538,False
P00358,-1904.026,-2965.7247,25.88,25.88,9-지형-POINT,3953A,False
P00359,-1916.106,-2971.2747,26.58,26.58,9-지형-POINT,3953C,False
P00360,-1931.846,-2949.5847,34.81,34.81,9-지형-POINT,3953E,False
P00361,-1899.946,-2974.5147,24.82,24.82,9-지형-POINT,39540,False
P00362,-1903.466,-2969.7447,25.42,25.42,9-지형-POINT,39542,False
P00363,-1906.956,-2972.2547,25.05,25.05,9-지형-POINT,39544,False
P00364,-1906.956,-2972.2547,25.05,25.05,9-지형-POINT,39546,False
P00365,-1944.006,-2936.1447,39.9,39.9,9-지형-POINT,39548,False
P00366,-1915.256,-2978.4047,24.87,24.87,9-지형-POINT,3954A,False
P00367,-1914.406,-2979.4047,24.92,24.92,9-지형-POINT,3954C,False
P00368,-1914.346,-2976.6147,25.06,25.06,9-지형-POINT,3954E,False
P00369,-1917.536,-2974.6547,25.13,25.13,9-지형-POINT,39550,False
P00370,-1913.896,-2977.5347,25.04,25.04,9-지형-POINT,39552,False
P00371,-1916.566,-2981.2047,24.67,24.67,9-지형-POINT,39554,False
P00372,-1950.936,-2942.1747,39.81,39.81,9-지형-POINT,39556,False
P00373,-1918.616,-2979.2647,25.01,25.01,9-지형-POINT,39558,False
P00374,-1918.636,-2979.2347,25.01,25.01,9-지형-POINT,3955A,False
P00375,-1918.906,-2979.1047,24.5,24.5,9-지형-POINT,3955B,False
P00376,-1919.146,-2978.8547,25.04,25.04,9-지형-POINT,3955C,False
P00377,-1921.943,-2975.2157,25.803,25.803,9-지형-POINT,3955E,False
P00378,-1929.166,-2982.4047,24.92,24.92,9-지형-POINT,39560,False
P00379,-1932.996,-2989.4147,24.81,24.81,9-지형-POINT,39562,False
P00380,-1933.806,-2991.6147,24.13,24.13,9-지형-POINT,39564,False
P00381,-1957.026,-2957.8147,35.26,35.26,9-지형-POINT,39566,False
P00382,-1938.226,-2988.2847,25.41,25.41,9-지형-POINT,39568,False
P00383,-1939.106,-2989.2747,25.38,25.38,9-지형-POINT,3956A,False
P00384,-1939.966,-2988.5847,25.4,25.4,9-지형-POINT,3956B,False
P00385,-1927.186,-2996.2347,23.31,23.31,9-지형-POINT,3956D,False
P00386,-1954.226,-2958.7147,34.45,34.45,9-지형-POINT,3956F,False
P00387,-1933.136,-2989.4147,24.81,24.81,9-지형-POINT,39571,False
P00388,-1938.906,-2988.7247,23.09,23.09,9-지형-POINT,39572,False
P00389,-1938.226,-2993.4447,24.49,24.49,9-지형-POINT,39573,False
P00390,-1939.376,-2987.8747,25.47,25.47,9-지형-POINT,39575,False
P00391,-1939.776,-2988.4047,25.46,25.46,9-지형-POINT,39576,False
P00392,-1964.346,-2965.9347,33.54,33.54,9-지형-POINT,39578,False
P00393,-1940.226,-2990.8247,24.58,24.58,9-지형-POINT,3957A,False
P00394,-1936.106,-2991.8747,24.57,24.57,9-지형-POINT,3957C,False
P00395,-1947.626,-2982.3747,27.95,27.95,9-지형-POINT,3957E,False
P00396,-1947.196,-2981.8147,27.96,27.96,9-지형-POINT,39580,False
P00397,-1926.756,-2997.5547,23.86,23.86,9-지형-POINT,39582,False
P00398,-1944.106,-2980.9547,27.95,27.95,9-지형-POINT,39584,False
P00399,-1962.686,-2973.1847,30.3,30.3,9-지형-POINT,39586,False
P00400,-1938.396,-2983.5247,27.58,27.58,9-지형-POINT,39588,False
P00401,-1926.056,-3004.4547,23.88,23.88,9-지형-POINT,3958A,False
P00402,-1932.226,-2977.6147,27.75,27.75,9-지형-POINT,3958C,False
P00403,-1928.176,-3007.8647,23.59,23.59,9-지형-POINT,3958E,False
P00404,-1932.056,-3014.8447,23.57,23.57,9-지형-POINT,39590,False
P00405,-1939.706,-2972.6747,28.85,28.85,9-지형-POINT,39592,False
P00406,-1940.406,-2999.7747,24.4,24.4,9-지형-POINT,39594,False
P00407,-1940.846,-3000.1047,24.19,24.19,9-지형-POINT,39595,False
P00408,-1941.716,-2998.6947,24.25,24.25,9-지형-POINT,39597,False
P00409,-1949.206,-2972.7747,29.27,29.27,9-지형-POINT,39599,False
P00410,-1949.236,-2972.7847,29.27,29.27,9-지형-POINT,3959B,False
P00411,-1941.266,-2996.6647,24.36,24.36,9-지형-POINT,3959C,False
P00412,-1940.346,-2995.7147,24.39,24.39,9-지형-POINT,3959E,False
P00413,-1939.386,-2994.7447,24.44,24.44,9-지형-POINT,395A0,False
P00414,-1954.236,-2977.8347,28.94,28.94,9-지형-POINT,395A2,False
P00415,-1961.66,-2996.5587,25.566,25.566,9-지형-POINT,395A4,False
P00416,-1944.446,-2993.1747,24.71,24.71,9-지형-POINT,395A5,False
P00417,-1944.436,-2993.1447,24.71,24.71,9-지형-POINT,395A7,False
P00418,-1946.616,-2994.3947,24.66,24.66,9-지형-POINT,395A8,False
P00419,-1953.026,-3001.9947,24.71,24.71,9-지형-POINT,395AA,False
P00420,-1954.946,-3001.8147,24.68,24.68,9-지형-POINT,395AC,False
P00421,-1949.996,-2994.3247,24.86,24.86,9-지형-POINT,395AE,False
P00422,-1956.696,-3002.7147,24.52,24.52,9-지형-POINT,395B0,False
P00423,-1954.596,-2990.0247,25.58,25.58,9-지형-POINT,395B2,False
P00424,-1955.106,-3003.9547,24.65,24.65,9-지형-POINT,395B4,False
P00425,-1955.286,-3003.3547,24.73,24.73,9-지형-POINT,395B6,False
P00426,-1957.556,-2985.7547,26.07,26.07,9-지형-POINT,395B8,False
P00427,-1961.726,-3008.1447,23.63,23.63,9-지형-POINT,395BA,False
P00428,-1964.306,-3006.0847,23.37,23.37,9-지형-POINT,395BC,False
P00429,-1964.376,-2985.3947,26.7,26.7,9-지형-POINT,395BE,False
P00430,-1960.886,-3001.1347,24.83,24.83,9-지형-POINT,395C0,False
P00431,-1964.686,-2986.1547,26.42,26.42,9-지형-POINT,395C2,False
P00432,-1960.526,-2998.5847,25.25,25.25,9-지형-POINT,395C4,False
P00433,-1966.506,-2982.2947,27.07,27.07,9-지형-POINT,395C6,False
P00434,-1962.056,-2996.5547,25.6,25.6,9-지형-POINT,395C8,False
P00435,-1973.726,-2977.2347,28.14,28.14,9-지형-POINT,395CA,False
P00436,-1976.126,-2989.2047,27.42,27.42,9-지형-POINT,395CC,False
P00437,-1972.116,-2975.6447,28.37,28.37,9-지형-POINT,395CE,False
P00438,-1983.166,-2986.4747,28.4,28.4,9-지형-POINT,395D0,False
P00439,-1973.586,-2977.0647,28.05,28.05,9-지형-POINT,395D2,False
P00440,-1977.196,-2975.6347,30.51,30.51,9-지형-POINT,395D4,False
P00441,-1989.388,-2984.5317,29.285,29.285,9-지형-POINT,395D6,False
P00442,-1982.886,-2974.1547,29.21,29.21,9-지형-POINT,395D8,False
P00443,-1977.766,-2979.8447,28.11,28.11,9-지형-POINT,395DA,False
P00444,-1988.616,-2972.1447,35.63,35.63,9-지형-POINT,395DC,False
P00445,-1983.356,-2978.2247,28.84,28.84,9-지형-POINT,395DE,False
P00446,-1988.546,-2976.9947,29.5,29.5,9-지형-POINT,395E0,False
P00447,-1987.846,-2974.0047,29.85,29.85,9-지형-POINT,395E2,False
P00448,-2001.866,-2971.5447,38.0,38.0,9-지형-POINT,395E4,False
P00449,-1989.236,-2972.8247,30.01,30.01,9-지형-POINT,395E6,False
P00450,-1967.676,-2971.2747,30.98,30.98,9-지형-POINT,395E8,False
P00451,-1995.676,-2975.8547,30.3,30.3,9-지형-POINT,395EA,False
P00452,-1994.626,-2972.0947,30.55,30.55,9-지형-POINT,395EC,False
P00453,-1992.276,-2984.5147,29.63,29.63,9-지형-POINT,395EE,False
P00454,-1974.176,-2969.5647,32.72,32.72,9-지형-POINT,395F0,False
P00455,-1984.706,-2972.7047,29.39,29.39,9-지형-POINT,395F2,False
P00456,-2010.106,-2982.3847,31.43,31.43,9-지형-POINT,395F4,False
P00457,-1997.896,-2974.9947,30.78,30.78,9-지형-POINT,395F6,False
P00458,-2018.876,-2979.7447,32.15,32.15,9-지형-POINT,395F8,False
P00459,-1999.256,-2973.8947,30.92,30.92,9-지형-POINT,395FA,False
P00460,-2028.356,-2976.6047,32.59,32.59,9-지형-POINT,395FC,False
P00461,-2007.976,-2974.6947,31.42,31.42,9-지형-POINT,395FE,False
P00462,-1979.666,-2967.7247,34.6,34.6,9-지형-POINT,39600,False
P00463,-2007.106,-2972.2547,31.67,31.67,9-지형-POINT,39602,False
P00464,-2017.956,-2971.7047,32.14,32.14,9-지형-POINT,39604,False
P00465,-2008.116,-2970.7247,31.8,31.8,9-지형-POINT,39607,False
P00466,-2027.066,-2968.5947,32.58,32.58,9-지형-POINT,39608,False
P00467,-2028.546,-2967.2247,32.86,32.86,9-지형-POINT,3960A,False
P00468,-2024.776,-2965.2647,32.74,32.74,9-지형-POINT,3960C,False
P00469,-2034.866,-2961.7847,33.14,33.14,9-지형-POINT,3960E,False
P00470,-2046.286,-2956.8047,33.2,33.2,9-지형-POINT,39610,False
P00471,-1985.536,-2965.1147,37.55,37.55,9-지형-POINT,39612,False
P00472,-2051.356,-2953.2847,33.24,33.24,9-지형-POINT,39614,False
P00473,-2052.766,-2955.2847,32.91,32.91,9-지형-POINT,39616,False
P00474,-2055.616,-2962.8847,32.9,32.9,9-지형-POINT,39618,False
P00475,-1994.066,-2961.7947,42.13,42.13,9-지형-POINT,3961A,False
P00476,-1999.406,-2960.4547,44.47,44.47,9-지형-POINT,3961C,False
P00477,-2005.246,-2959.9647,45.82,45.82,9-지형-POINT,3961E,False
P00478,-2011.266,-2954.0947,47.75,47.75,9-지형-POINT,39620,False
P00479,-2015.963,-2951.4827,47.965,47.965,9-지형-POINT,39622,False
P00480,-2011.116,-2958.3547,46.78,46.78,9-지형-POINT,39624,False
P00481,-2017.046,-2956.3047,46.48,46.48,9-지형-POINT,39626,False
P00482,-2029.789,-2975.3147,32.677,32.677,9-지형-POINT,39628,False
P00483,-2009.976,-2970.1147,38.59,38.59,9-지형-POINT,3962A,False
P00484,-2040.336,-2957.2247,37.28,37.28,9-지형-POINT,3962C,False
P00485,-2022.346,-2966.1047,39.29,39.29,9-지형-POINT,3962E,False
P00486,-2057.846,-2948.3547,36.13,36.13,9-지형-POINT,39630,False
P00487,-2065.136,-2958.0447,32.76,32.76,9-지형-POINT,39632,False
P00488,-2061.406,-2946.7547,33.04,33.04,9-지형-POINT,39634,False
P00489,-2056.466,-2952.6947,33.05,33.05,9-지형-POINT,39636,False
P00490,-2061.336,-2950.9247,32.78,32.78,9-지형-POINT,39638,False
P00491,-2082.956,-2942.0647,31.92,31.92,9-지형-POINT,3963A,False
P00492,-2082.346,-2943.7747,31.9,31.9,9-지형-POINT,3963C,False
P00493,-2092.606,-2936.4747,31.29,31.29,9-지형-POINT,3963E,False
P00494,-2097.256,-2938.7947,30.85,30.85,9-지형-POINT,39640,False
P00495,-2090.2501,-2937.1081,0.0,0.0,9-지형-POINT,39642,False
P00496,-2092.856,-2935.6447,31.1,31.1,9-지형-POINT,39644,False
P00497,-2092.976,-2935.9247,31.06,31.06,9-지형-POINT,39645,False
P00498,-2080.456,-2940.0147,33.85,33.85,9-지형-POINT,39646,False
P00499,-2035.686,-2946.3847,44.51,44.51,9-지형-POINT,39648,False
P00500,-2050.036,-2940.8347,42.34,42.34,9-지형-POINT,3964A,False
P00501,-2061.576,-2936.6147,41.07,41.07,9-지형-POINT,3964C,False
P00502,-2092.456,-2936.9547,31.13,31.13,9-지형-POINT,3964E,False
P00503,-2092.816,-2935.5047,31.21,31.21,9-지형-POINT,39650,False
P00504,-2093.206,-2936.4847,31.16,31.16,9-지형-POINT,39652,False
P00505,-2094.376,-2936.0947,31.15,31.15,9-지형-POINT,39654,False
P00506,-2093.406,-2935.7547,30.05,30.05,9-지형-POINT,39655,False
P00507,-2069.906,-2935.3747,39.17,39.17,9-지형-POINT,39657,False
P00508,-2094.076,-2935.0047,31.2,31.2,9-지형-POINT,39659,False
P00509,-2112.956,-2942.9047,29.49,29.49,9-지형-POINT,3965B,False
P00510,-2097.046,-2937.0647,30.9,30.9,9-지형-POINT,3965D,False
P00511,-2104.276,-2935.8247,30.35,30.35,9-지형-POINT,3965F,False
P00512,-2085.556,-2929.2547,39.27,39.27,9-지형-POINT,39661,False
P00513,-2105.796,-2932.5647,30.14,30.14,9-지형-POINT,39663,False
P00514,-2103.796,-2929.8247,30.25,30.25,9-지형-POINT,39665,False
P00515,-2107.236,-2935.7047,30.12,30.12,9-지형-POINT,39667,False
P00516,-2107.756,-2936.1047,29.83,29.83,9-지형-POINT,39668,False
P00517,-2108.666,-2935.5847,29.74,29.74,9-지형-POINT,3966A,False
P00518,-2115.206,-2932.3247,29.37,29.37,9-지형-POINT,3966C,False
P00519,-2094.336,-2925.6247,35.63,35.63,9-지형-POINT,3966E,False
P00520,-2114.396,-2929.8047,29.35,29.35,9-지형-POINT,39670,False
P00521,-2112.936,-2925.0547,29.79,29.79,9-지형-POINT,39672,False
P00522,-2113.386,-2926.2947,29.68,29.68,9-지형-POINT,39674,False
P00523,-2098.986,-2923.3347,35.26,35.26,9-지형-POINT,39676,False
P00524,-2114.846,-2925.8847,29.6,29.6,9-지형-POINT,39678,False
P00525,-2129.366,-2931.0147,28.33,28.33,9-지형-POINT,3967A,False
P00526,-2105.426,-2919.6347,34.33,34.33,9-지형-POINT,3967C,False
P00527,-2130.716,-2927.2247,28.71,28.71,9-지형-POINT,3967E,False
P00528,-2130.746,-2927.2347,28.71,28.71,9-지형-POINT,39680,False
P00529,-2120.116,-2942.3647,28.82,28.82,9-지형-POINT,39681,False
P00530,-2111.066,-2917.9047,33.57,33.57,9-지형-POINT,39683,False
P00531,-2132.386,-2928.2147,28.5,28.5,9-지형-POINT,39685,False
P00532,-2122.856,-2942.6147,28.55,28.55,9-지형-POINT,39687,False
P00533,-2114.856,-2918.0447,32.87,32.87,9-지형-POINT,39689,False
P00534,-2139.246,-2930.8947,27.82,27.82,9-지형-POINT,3968B,False
P00535,-2138.486,-2929.9747,27.85,27.85,9-지형-POINT,3968D,False
P00536,-2137.546,-2930.9947,27.86,27.86,9-지형-POINT,3968F,False
P00537,-2126.116,-2943.6647,28.21,28.21,9-지형-POINT,39690,False
P00538,-2119.816,-2919.7247,31.81,31.81,9-지형-POINT,39692,False
P00539,-2138.386,-2931.0247,26.59,26.59,9-지형-POINT,39694,False
P00540,-2127.656,-2944.6247,28.01,28.01,9-지형-POINT,39696,False
P00541,-2125.756,-2922.6147,30.35,30.35,9-지형-POINT,39698,False
P00542,-2139.566,-2936.9447,27.35,27.35,9-지형-POINT,3969A,False
P00543,-2135.616,-2951.8447,26.76,26.76,9-지형-POINT,3969C,False
P00544,-2146.426,-2938.0747,26.47,26.47,9-지형-POINT,3969E,False
P00545,-2132.426,-2926.2847,28.88,28.88,9-지형-POINT,396A0,False
P00546,-2144.046,-2939.6847,26.78,26.78,9-지형-POINT,396A2,False
P00547,-2139.656,-2956.3947,26.16,26.16,9-지형-POINT,396A4,False
P00548,-2135.886,-2928.6847,28.07,28.07,9-지형-POINT,396A6,False
P00549,-2146.836,-2943.6847,26.18,26.18,9-지형-POINT,396A8,False
P00550,-2155.706,-2948.4647,25.13,25.13,9-지형-POINT,396AA,False
P00551,-2137.916,-2930.4547,27.68,27.68,9-지형-POINT,396AC,False
P00552,-2138.136,-2930.1947,27.68,27.68,9-지형-POINT,396AE,False
P00553,-2158.156,-2946.2447,25.33,25.33,9-지형-POINT,396AF,False
P00554,-2149.956,-2941.7047,26.09,26.09,9-지형-POINT,396B1,False
P00555,-2158.536,-2945.3647,25.22,25.22,9-지형-POINT,396B3,False
P00556,-2141.116,-2934.3247,27.37,27.37,9-지형-POINT,396B5,False
P00557,-2151.986,-2938.8847,25.52,25.52,9-지형-POINT,396B7,False
P00558,-2149.076,-2941.3947,26.1,26.1,9-지형-POINT,396B9,False
P00559,-2137.236,-2926.4447,28.41,28.41,9-지형-POINT,396BB,False
P00560,-2163.606,-2945.3047,25.01,25.01,9-지형-POINT,396BD,False
P00561,-2162.846,-2946.4347,25.02,25.02,9-지형-POINT,396BF,False
P00562,-2129.056,-2918.2047,31.13,31.13,9-지형-POINT,396C1,False
P00563,-2174.916,-2953.0047,24.87,24.87,9-지형-POINT,396C3,False
P00564,-2122.376,-2913.2847,32.88,32.88,9-지형-POINT,396C5,False
P00565,-2170.656,-2951.6747,24.86,24.86,9-지형-POINT,396C7,False
P00566,-2173.796,-2955.1747,24.87,24.87,9-지형-POINT,396C9,False
P00567,-2165.946,-2948.5947,24.85,24.85,9-지형-POINT,396CB,False
P00568,-2163.116,-2944.2647,25.01,25.01,9-지형-POINT,396CD,False
P00569,-2162.576,-2941.4547,24.97,24.97,9-지형-POINT,396CF,False
P00570,-2162.696,-2940.7147,24.84,24.84,9-지형-POINT,396D1,False
P00571,-2121.756,-2902.5547,32.29,32.29,9-지형-POINT,396D3,False
P00572,-2153.866,-2937.4347,25.38,25.38,9-지형-POINT,396D5,False
P00573,-2160.526,-2934.7147,25.19,25.19,9-지형-POINT,396D7,False
P00574,-2147.346,-2937.1347,26.15,26.15,9-지형-POINT,396D9,False
P00575,-2119.156,-2892.7147,32.36,32.36,9-지형-POINT,396DB,False
P00576,-2144.556,-2933.8247,25.63,25.63,9-지형-POINT,396DD,False
P00577,-2164.136,-2930.0447,25.08,25.08,9-지형-POINT,396DF,False
P00578,-2145.826,-2934.9747,25.69,25.69,9-지형-POINT,396E1,False
P00579,-2118.286,-2886.4447,32.47,32.47,9-지형-POINT,396E3,False
P00580,-2143.526,-2923.8747,25.25,25.25,9-지형-POINT,396E5,False
P00581,-2176.866,-2919.9547,24.92,24.92,9-지형-POINT,396E7,False
P00582,-2151.466,-2918.6647,25.12,25.12,9-지형-POINT,396E9,False
P00583,-2179.246,-2917.2947,24.76,24.76,9-지형-POINT,396EB,False
P00584,-2141.836,-2912.9147,25.15,25.15,9-지형-POINT,396ED,False
P00585,-2176.976,-2918.8247,24.91,24.91,9-지형-POINT,396EF,False
P00586,-2140.256,-2908.8547,25.34,25.34,9-지형-POINT,396F1,False
P00587,-2134.056,-2878.6147,25.87,25.87,9-지형-POINT,396F3,False
P00588,-2140.396,-2902.6847,25.29,25.29,9-지형-POINT,396F5,False
P00589,-2178.166,-2916.1047,24.93,24.93,9-지형-POINT,396F7,False
P00590,-2147.026,-2897.8347,25.08,25.08,9-지형-POINT,396F9,False
P00591,-2177.636,-2913.0547,24.91,24.91,9-지형-POINT,396FB,False
P00592,-2137.386,-2890.9247,25.14,25.14,9-지형-POINT,396FD,False
P00593,-2175.736,-2910.5347,24.96,24.96,9-지형-POINT,396FF,False
P00594,-2139.176,-2889.7347,25.08,25.08,9-지형-POINT,39701,False
P00595,-2173.266,-2907.8547,24.98,24.98,9-지형-POINT,39703,False
P00596,-2118.936,-2880.4647,30.69,30.69,9-지형-POINT,39705,False
P00597,-2138.596,-2887.3147,25.15,25.15,9-지형-POINT,39707,False
P00598,-2170.426,-2910.9947,24.91,24.91,9-지형-POINT,39709,False
P00599,-2138.736,-2889.2047,25.06,25.06,9-지형-POINT,3970B,False
P00600,-2138.736,-2889.2047,25.06,25.06,9-지형-POINT,3970D,False
P00601,-2169.516,-2913.6347,24.92,24.92,9-지형-POINT,3970F,False
P00602,-2140.096,-2888.0147,25.04,25.04,9-지형-POINT,39711,False
P00603,-2140.096,-2888.0147,25.04,25.04,9-지형-POINT,39713,False
P00604,-2170.176,-2916.6347,24.95,24.95,9-지형-POINT,39715,False
P00605,-2108.126,-2888.1747,33.17,33.17,9-지형-POINT,39717,False
P00606,-2142.076,-2889.6247,25.06,25.06,9-지형-POINT,39719,False
P00607,-2171.126,-2918.1047,24.95,24.95,9-지형-POINT,3971B,False
P00608,-2170.456,-2918.1047,24.93,24.93,9-지형-POINT,3971D,False
P00609,-2145.026,-2890.1047,25.1,25.1,9-지형-POINT,3971F,False
P00610,-2164.216,-2922.6347,25.0,25.0,9-지형-POINT,39721,False
P00611,-2147.406,-2889.1747,25.1,25.1,9-지형-POINT,39723,False
P00612,-2103.126,-2888.0647,33.49,33.49,9-지형-POINT,39725,False
P00613,-2149.136,-2886.7247,25.09,25.09,9-지형-POINT,39727,False
P00614,-2146.056,-2886.9547,25.42,25.42,9-지형-POINT,39729,False
